Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,38,38,34,36,-94,-9,16,-62,-48,18,-59,23
  └─ Profit from operations,8.32,30.27,15.64,-33.69,-36.54,0.42,8.40,-18.06,-10.82,-48.79,-46.81,-22.31
  └─ Receivables,2.54,7.77,0.00,0.00,-8.17,-1.15,-1.76,-0.79,-28.93,-3.36,-37.83,8.13
  └─ Inventory,15.37,-4.94,18.37,18.55,-8.90,-15.26,-2.19,-15.35,-22.22,-2.89,-24.99,32.11
  └─ Payables,7.46,4.54,0.00,0.00,-36.89,-3.58,11.60,-14.30,4.40,41.95,54.23,-17.94
  └─ Other WC items,4.26,0.00,0.41,50.62,-3.42,10.35,0.00,-13.07,10.18,30.67,-2.58,22.72
  └─ Working capital changes,29.64,7.37,18.78,69.17,-57.39,-9.64,7.65,-43.50,-36.57,66.37,-11.17,45.02
  └─ Direct taxes,0.00,0.00,-0.05,0.35,-0.06,-0.08,-0.15,-0.24,-0.54,0.10,-0.63,0.64
Cash from Investing Activity,-26,-7,-16,-11,-34,-28,-5,-6,-84,-51,-14,-1
  └─ Fixed assets purchased,-28.31,-8.38,-13.57,-14.45,-33.25,-32.77,-2.04,-3.07,-11.20,-57.21,-32.24,-10.18
  └─ Fixed assets sold,1.40,0.08,3.46,0.74,0.00,0.00,0.00,0.21,0.03,1.57,8.00,0.24
  └─ Investments purchased,0.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,9.53,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,1.13,1.38,0.11,0.37,1.12,1.09,0.27,1.98,2.80,8.02,3.40,3.41
  └─ Investment in group cos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.87,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,-3.53,-0.15,-1.58,3.79,-3.17,0.00,-75.41,-3.73,6.40,6.01
Cash from Financing Activity,-16,-23,-19,-18,198,-46,-11,225,-7,44,27,-25
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,250.61,5.70,0.00,264.65,0.00,112.50,0.00,0.00
  └─ Redemption of debentures,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-54.33,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,12.90,0.00,0.00,7.92,33.85,0.00,18.06,58.96,22.57
  └─ Repayment of borrowings,0.00,0.00,0.00,-4.57,-26.72,-31.61,0.00,-51.50,-28.32,-18.00,-12.06,-20.05
  └─ Interest paid fin,-20.65,-21.97,-22.37,-26.20,-25.01,-19.85,-19.03,-21.70,-14.88,-12.76,-17.55,-23.65
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.60,-1.17,-1.23,-2.04,-3.58
  └─ Other financing items,4.98,-0.69,3.48,0.00,-1.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00
Net Cash Flow,-3,8,-1,7,70,-83,-0,157,-139,11,-46,-2
  └─ Free Cash Flow,11,29,24,22,-127,-42,14,-65,-59,-38,-83,13
  └─ CFO/OP,430%,125%,241%,-104%,153%,28%,443%,275%,322%,-32%,102%,-101%
