Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,17,2,29,34,29,-14,3,42,49,35,45
  └─ Profit from operations,16.45,15.57,20.92,29.42,27.48,-5.76,8.04,32.20,39.15,43.15,41.58
  └─ Receivables,-2.52,2.50,-0.27,-0.18,1.04,0.68,-1.03,-0.34,-0.35,-0.92,-2.04
  └─ Inventory,-0.62,2.22,-0.55,3.40,-0.98,0.61,0.82,-1.48,0.09,0.29,-0.82
  └─ Payables,5.03,-18.34,1.28,-3.08,2.09,1.93,-2.18,5.40,4.55,3.32,2.78
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,0.00,-2.08,7.18,6.39,-11.40,2.50
  └─ Other WC items,0.00,-0.65,8.50,3.87,-0.85,-13.85,0.00,0.00,0.00,0.00,0.00
  └─ Working capital changes,1.89,-14.27,8.97,4.01,1.31,-10.63,-4.47,10.76,10.68,-8.71,2.41
  └─ Direct taxes,-1.10,0.50,-1.03,0.07,-0.17,2.31,-0.81,-0.52,-1.32,0.27,1.48
Cash from Investing Activity,3,-1,0,6,10,0,-0,-2,-1,-4,-1
  └─ Fixed assets purchased,0.00,-1.73,-0.63,-0.97,-2.35,-0.04,-1.16,-2.51,-2.91,-5.64,-1.89
  └─ Fixed assets sold,0.00,0.00,0.21,0.01,0.01,0.00,0.01,0.00,0.05,0.00,0.00
  └─ Capital WIP,-2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,2.19,0.13,0.00,7.00,11.90,0.01,0.00,0.00,1.04,1.03,0.00
  └─ Interest received,1.00,0.45,0.71,0.40,0.36,0.40,0.78,0.65,0.66,0.64,0.95
  └─ Other investing items,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,-20,1,-29,-38,-42,16,-6,-41,-45,-32,-36
  └─ Proceeds from borrowings,0.00,25.48,5.20,0.00,0.11,19.87,16.41,7.52,5.99,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,-11.51,-16.31,-20.21,-0.16,0.00,-26.25,-27.36,-29.61,-27.07
  └─ Interest paid fin,-30.50,-24.69,-22.52,-21.58,-21.70,-20.58,-22.33,-22.41,-23.59,-18.33,-16.19
  └─ Other financing items,10.77,0.00,0.00,0.00,0.00,16.75,0.11,0.00,0.00,15.50,7.34
Net Cash Flow,1,1,0,2,-3,2,-3,-1,2,-2,9
  └─ Free Cash Flow,15,0,28,33,26,-14,2,40,46,29,44
  └─ CFO/OP,120%,8%,140%,118%,108%,283%,45%,134%,127%,80%,108%
