Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,7,3,5,9,12,34
  └─ Profit from operations,3.39,7.02,7.76,15.90,17.49,22.94,34.04
  └─ Receivables,0.00,0.00,-0.23,-6.24,-4.28,-4.72,3.70
  └─ Payables,-0.01,0.43,-0.06,-0.05,-0.10,0.26,0.64
  └─ Loans Advances,0.28,0.01,-2.15,-3.83,0.31,-0.74,0.75
  └─ Operating investments,0.00,0.00,-1.16,0.00,0.00,0.00,0.00
  └─ Other WC items,0.58,0.95,0.66,2.03,-0.66,-0.11,1.90
  └─ Working capital changes,0.85,1.39,-2.93,-8.10,-4.73,-5.32,6.99
  └─ Direct taxes,-0.49,-1.14,-1.45,-2.68,-4.07,-5.24,-7.26
Cash from Investing Activity,-3,-6,-1,-7,-40,2,-41
  └─ Fixed assets purchased,-0.39,-0.23,-1.06,-2.58,-1.60,-0.83,-0.54
  └─ Capital WIP,0.00,0.00,0.00,-0.33,-0.08,0.00,0.00
  └─ Investments purchased,-2.01,-6.14,0.00,-1.49,-41.63,-2.87,-45.29
  └─ Investments sold,0.00,0.00,0.00,0.24,1.12,3.20,1.36
  └─ Interest received,0.04,0.25,0.39,0.65,2.53,2.80,3.20
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.01,0.05
  └─ Invest in subsidiaries,0.00,0.00,0.00,-0.04,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.20,0.00,0.00,0.00
  └─ Other investing items,-0.32,0.00,0.00,-3.68,0.00,0.05,0.38
Cash from Financing Activity,-1,-0,1,32,-0,1,3
  └─ Proceeds from shares,0.00,0.00,0.00,34.82,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.40,0.00,0.00,0.03
  └─ Repayment of borrowings,0.00,-0.05,0.00,0.00,-0.52,-0.06,0.00
  └─ Interest paid fin,-0.60,0.00,0.00,-0.04,-0.05,-0.08,-0.06
  └─ Dividends paid,0.00,0.00,0.00,-0.18,0.00,0.00,0.00
  └─ Other financing items,0.00,0.00,0.64,-3.03,0.32,0.93,2.62
Net Cash Flow,0,1,3,30,-31,16,-4
  └─ Free Cash Flow,3,7,2,2,7,12,33
  └─ CFO/OP,138%,128%,64%,49%,73%,77%,121%
