Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-5.56,5.86,-0.44,7.35,2.76,0.87,1.05
  └─ Profit from operations,8.73,3.48,5.54,5.95,3.73,-2.35,6.25
  └─ Receivables,-5.25,3.29,-5.70,8.66,-0.04,-4.83,-1.36
  └─ Inventory,-1.34,-4.27,-1.52,-0.33,0.46,2.45,-0.31
  └─ Payables,2.00,-0.71,0.07,-0.51,0.78,1.52,2.55
  └─ Loans Advances,0.00,0.00,-0.28,0.00,0.00,0.00,0.00
  └─ Other WC items,-11.10,2.88,2.12,-5.57,-1.40,5.08,-6.98
  └─ Working capital changes,-15.70,1.19,-5.31,2.25,-0.20,4.22,-6.10
  └─ Direct taxes,1.41,1.20,-0.67,-0.85,-0.77,-1.00,0.00
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.90
Cash from Investing Activity,-5.06,-4.70,-6.68,-7.46,-10.07,-6.02,-2.16
  └─ Fixed assets purchased,-1.41,-0.51,-3.16,-6.41,-9.97,-4.48,-6.00
  └─ Fixed assets sold,0.00,0.00,0.01,0.00,0.00,0.04,0.01
  └─ Investments purchased,0.00,-0.02,-0.02,-0.01,0.00,0.00,-0.03
  └─ Interest received,0.43,0.50,0.45,0.70,0.49,0.33,0.26
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.04,0.13,0.00
  └─ Other investing items,-4.09,-4.67,-3.96,-1.75,-0.64,-2.03,3.60
Cash from Financing Activity,7.15,-3.69,0.95,-3.33,6.78,5.08,11.07
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.05,0.03,0.05
  └─ Proceeds from borrowings,8.47,0.00,2.95,1.17,9.75,9.47,5.10
  └─ Repayment of borrowings,0.00,-1.69,0.00,-2.49,0.00,0.00,0.00
  └─ Interest paid fin,-0.82,-1.51,-1.56,-1.33,-2.31,-3.67,-3.60
  └─ Dividends paid,-0.50,-0.41,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,-0.07,-0.44,-0.68,-0.71,-0.75,-0.47
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,10.00
Net Cash Flow,-3.47,-2.52,-6.16,-3.44,-0.53,-0.07,9.97
  └─ Free Cash Flow,-6.97,5.35,-3.59,0.94,-7.21,-3.57,-4.94
  └─ CFO/OP,-80%,135%,4%,132%,93%,-66%,20%
