Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4190,4526,5005,3888,5956,8972,12500,9283,9069,10898,10673,15316
  └─ Profit from operations,4464,4948,5220,5986,7362,9348,11465,11311,10530,13029,12645,16850
  └─ Receivables,-27,-287,156,-454,-279,473,-201,-495,-752,-421,-608,-28
  └─ Inventory,-326,374,54,-623,-15,-64,165,-1579,-992,-1712,-317,-68
  └─ Payables,383,310,482,346,766,279,2868,2077,1869,1959,-476,590
  └─ Loans Advances,-135,0,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,0,32,-162,-525,-1167,-172,-505,-476,-461,-308,729,-728
  └─ Working capital changes,-104,429,529,-1255,-696,516,2326,-473,-337,-481,-671,-233
  └─ Direct taxes,-169,-852,-744,-843,-710,-891,-1291,-1555,-1124,-1651,-1301,-1301
Cash from Investing Activity,-2144,-3673,-2501,1866,1165,-4192,-8856,2257,-7188,-8789,-15836,-9480
  └─ Fixed assets purchased,-2722,-2150,-1402,-2103,-1808,-1766,-1925,-5613,-6200,-9006,-9129,-9678
  └─ Fixed assets sold,12,18,35,220,160,79,86,73,95,122,179,167
  └─ Investments purchased,-602,-2698,-3377,-3960,-1700,-6086,-12689,-7795,-7260,-7750,-15885,-5210
  └─ Investments sold,1263,2948,2228,5588,4478,3443,7101,13965,7156,7164,19115,4029
  └─ Interest received,35,59,47,67,78,89,77,174,283,161,342,207
  └─ Dividends received,0,0,0,0,22,32,0,0,0,0,1,0
  └─ Invest in subsidiaries,-21,-13,0,0,0,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,0,-1,-8,-6,-3,0,0,0,0,-75
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,3,0,36,789
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,-847,-60,-10262,-53
  └─ Other investing items,-110,-1839,-32,2055,-58,22,-1503,1518,-417,581,-232,343
Cash from Financing Activity,-2110,-844,-2535,-5735,-6757,-5076,-4356,-12498,-1631,-1926,5076,-5954
  └─ Proceeds from shares,3,3,7,16,5,3,14,13,13,18,33,0
  └─ Proceeds from borrowings,2728,2821,3656,15775,9772,1510,4103,175,1032,1399,9410,203
  └─ Repayment of borrowings,-311,-2775,-5272,-19982,-14420,-4154,-6499,-10346,-579,-1069,-550,-1669
  └─ Interest paid fin,-589,-596,-614,-1210,-1685,-1950,-1481,-1026,-765,-917,-1540,-1928
  └─ Dividends paid,-253,-297,-312,-334,-346,-380,-375,-1065,-1091,-1094,-2012,-2273
  └─ Financial liabilities,0,0,0,0,0,-101,-118,-157,-126,-162,-165,-217
  └─ Other financing items,-3689,1,0,0,-83,-4,0,-91,-115,-100,-100,-69
Net Cash Flow,-63,8,-31,18,364,-295,-712,-958,250,183,-86,-118
  └─ Free Cash Flow,1481,2394,3637,2005,4308,7286,10662,3743,2963,2013,1723,5805
  └─ CFO/OP,98%,110%,110%,77%,91%,107%,119%,94%,96%,97%,94%,98%
