Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,12,-3,14,-8
  └─ Profit from operations,12.33,13.21,12.62,9.76,-2.91
  └─ Receivables,-12.42,7.86,-18.24,17.94,4.94
  └─ Payables,-3.23,3.04,4.66,-5.01,-6.10
  └─ Other WC items,7.56,-8.02,0.44,-4.99,-1.36
  └─ Working capital changes,-8.09,2.88,-13.15,7.94,-2.52
  └─ Direct taxes,-2.04,-4.33,-2.59,-3.78,-2.40
Cash from Investing Activity,9,-4,3,-0,-5
  └─ Fixed assets purchased,-0.62,-1.51,-0.35,-0.88,-0.26
  └─ Fixed assets sold,0.00,0.09,1.10,0.01,0.00
  └─ Investments purchased,-0.13,0.00,0.00,0.00,0.00
  └─ Interest received,0.32,1.96,1.66,1.66,1.69
  └─ Acquisition of companies,0.00,0.00,0.00,-1.33,0.00
  └─ Other investing items,9.84,-4.08,0.28,0.26,-6.87
Cash from Financing Activity,2,-3,-4,-4,-4
  └─ Proceeds from shares,5.08,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.81,0.00,0.58,0.00
  └─ Repayment of borrowings,0.00,-0.18,-0.63,-1.34,-0.20
  └─ Interest paid fin,0.00,-0.04,-0.80,-0.69,-0.56
  └─ Dividends paid,-1.39,-1.92,-1.28,-1.34,-1.28
  └─ Financial liabilities,-1.80,-1.99,-1.26,-1.48,-1.78
Net Cash Flow,14,5,-4,9,-17
  └─ Free Cash Flow,2,10,-2,13,-8
  └─ CFO/OP,35%,127%,-4%,190%,41%
