Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Cash from Operating Activity,29,37,2,11,1,-1,-7,-2,-34
  └─ Profit from operations,15.54,22.62,22.84,-20.35,0.52,-4.86,-34.24,-12.84,-21.34
  └─ Receivables,-48.11,-7.79,-5.89,8.83,7.84,14.19,29.50,-0.55,18.80
  └─ Inventory,-8.76,1.71,-5.19,11.28,-0.26,-0.36,6.07,1.39,-2.13
  └─ Payables,0.00,0.00,0.00,0.00,0.00,-13.80,4.71,10.95,-27.02
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,1.72,-6.82,-0.81,1.47
  └─ Other WC items,71.62,20.99,-9.68,13.16,-7.19,2.16,-6.25,0.08,-4.10
  └─ Working capital changes,14.75,14.91,-20.76,33.27,0.39,3.91,27.20,11.06,-12.97
  └─ Direct taxes,-1.04,-0.90,-0.47,-2.26,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-38,-6,-7,60,-0,-5,38,15,33
  └─ Fixed assets purchased,-29.98,-2.13,-1.75,-7.79,-2.31,-0.08,-0.13,-0.33,-1.43
  └─ Fixed assets sold,0.00,0.00,0.00,41.11,0.00,0.00,46.94,4.93,0.00
  └─ Investments sold,0.00,0.00,0.00,15.09,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.32,0.39,0.36,0.37,0.39,0.19,0.03,0.12,0.04
  └─ Other investing items,-8.37,-4.36,-5.32,11.34,1.56,-5.53,-8.87,10.65,34.16
Cash from Financing Activity,-1,-12,-13,-71,-1,6,-31,-14,7
  └─ Proceeds from shares,8,1,0,-17,0,0,0,1,55
  └─ Proceeds from borrowings,0,0,0,0,24,16,0,0,0
  └─ Repayment of borrowings,0,0,0,-40,-12,-2,-36,-13,-43
  └─ Interest paid fin,-8,-12,-13,-13,-13,-11,-7,-2,-0
  └─ Dividends paid,0,-1,0,0,0,0,0,0,0
  └─ Other financing items,0,0,0,0,0,4,12,-0,-5
Net Cash Flow,-9,19,-18,-0,-0,-0,0,-0,6
  └─ Free Cash Flow,-1,34,-0,44,-1,-1,40,3,-36
  └─ CFO/OP,161%,167%,9%,-73%,175%,16%,20%,14%,-2812%
