Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,8,-11,39,26
  └─ Profit from operations,17.88,23.39,28.74,31.38
  └─ Receivables,-1.68,-33.12,20.51,-1.69
  └─ Inventory,-7.96,0.23,-11.36,-30.56
  └─ Payables,-1.77,1.14,8.82,30.67
  └─ Operating borrowings,2.96,-0.00,-0.00,-0.00
  └─ Other WC items,0.64,1.83,-0.94,4.58
  └─ Working capital changes,-7.81,-29.91,17.03,3.00
  └─ Direct taxes,-1.78,-4.21,-6.41,-8.47
Cash from Investing Activity,0,-22,-41,-57
  └─ Fixed assets purchased,-0,-20,-40,-57
  └─ Fixed assets sold,0,0,0,0
  └─ Interest received,0,0,0,0
  └─ Other investing items,0,-2,-1,0
Cash from Financing Activity,-3,27,7,35
  └─ Proceeds from shares,0.00,41.37,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,9.52,31.37
  └─ Repayment of borrowings,-0.32,-10.77,0.00,0.00
  └─ Investment subsidy,0.00,0.00,-0.02,0.00
  └─ Interest paid fin,-2.33,-3.20,-2.54,-1.47
  └─ Other financing items,-0.68,0.00,0.00,5.27
Net Cash Flow,5,-5,6,4
  └─ Free Cash Flow,8,-31,-0,-32
  └─ CFO/OP,55%,-28%,162%,105%
