Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010
Cash from Operating Activity,-0.87,-0.27,0.08,1.03,0.05
  └─ Profit from operations,-0.59,-1.04,0.29,1.43,0.43
  └─ Receivables,-0.29,-0.03,-0.27,0.06,-0.64
  └─ Payables,0.01,0.80,0.06,-0.44,0.27
  └─ Working capital changes,-0.28,0.77,-0.21,-0.38,-0.37
  └─ Direct taxes,0.00,0.00,0.00,-0.02,-0.01
Cash from Investing Activity,-0.10,-0.29,0.03,-0.38,-0.06
  └─ Fixed assets purchased,-0.24,-0.29,0.00,-0.12,-0.04
  └─ Fixed assets sold,0.06,0.00,0.00,0.00,0.00
  └─ Investments sold,0.08,0.00,0.03,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,-0.26,-0.02
Cash from Financing Activity,1.20,0.22,-0.08,-0.24,-0.02
  └─ Proceeds from shares,1.66,0.02,0.01,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.28,0.08,0.00,0.00
  └─ Repayment of borrowings,-0.41,0.00,0.00,-0.12,0.00
  └─ Interest paid fin,-0.05,-0.08,-0.17,-0.12,-0.02
Net Cash Flow,0.23,-0.34,0.03,0.41,-0.03
  └─ Free Cash Flow,-1.05,-0.56,0.08,0.91,0.01
  └─ CFO/OP,123%,25%,28%,74%,13%
