Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-4,-10,-4,-44,-37
  └─ Profit from operations,3,3,13,26,44
  └─ Receivables,-6,-1,-15,-64,-89
  └─ Inventory,0,0,0,-8,-2
  └─ Payables,-3,-5,-0,7,44
  └─ Loans Advances,-0,-0,-2,-4,-3
  └─ Other WC items,2,-6,3,5,-21
  └─ Working capital changes,-6,-12,-14,-64,-72
  └─ Direct taxes,-1,-1,-3,-6,-9
Cash from Investing Activity,3,-0,-4,-9,-21
  └─ Fixed assets purchased,-0.13,-0.07,-0.99,-0.41,-0.57
  └─ Investments purchased,-0.01,0.00,0.00,0.00,-0.27
  └─ Investments sold,0.00,0.00,0.98,0.60,0.00
  └─ Interest received,0.52,0.57,0.76,1.04,2.90
  └─ Investment in group cos,0.00,-0.10,-1.78,-0.05,0.00
  └─ Other investing items,2.39,-0.82,-2.95,-9.74,-23.24
Cash from Financing Activity,-0,11,9,52,58
  └─ Proceeds from shares,0,3,0,0,72
  └─ Proceeds from borrowings,0,8,10,56,0
  └─ Repayment of borrowings,0,0,0,0,-6
  └─ Interest paid fin,-0,-0,-1,-4,-7
Net Cash Flow,-1,0,1,-1,-0
  └─ Free Cash Flow,-4,-10,-5,-45,-38
  └─ CFO/OP,-103%,-322%,-13%,-149%,-65%
