Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,7,-15,13
  └─ Profit from operations,8.32,12.90,3.26
  └─ Receivables,-5.87,-18.68,5.33
  └─ Inventory,0.00,0.00,-0.34
  └─ Payables,-0.66,1.65,-0.51
  └─ Loans Advances,-2.33,0.13,0.68
  └─ Other WC items,9.19,-9.88,5.20
  └─ Working capital changes,0.34,-26.79,10.36
  └─ Direct taxes,-1.70,-1.22,-0.33
Cash from Investing Activity,-19,-25,-18
  └─ Fixed assets purchased,-14.25,-18.67,-20.52
  └─ Fixed assets sold,1.67,1.82,0.30
  └─ Investments purchased,-3.59,-6.32,0.00
  └─ Investments sold,0.00,0.00,0.07
  └─ Interest received,0.33,0.55,1.40
  └─ Other investing items,-3.50,-2.67,0.68
Cash from Financing Activity,10,41,8
  └─ Proceeds from borrowings,11.69,45.37,13.08
  └─ Interest paid fin,-1.30,-3.89,-5.55
Net Cash Flow,-2,1,3
  └─ Free Cash Flow,-6,-32,-7
  └─ CFO/OP,125%,-114%,1297%
