Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,114,125,159,95,98,120,-16,-26,6,77,50,58
  └─ Profit from operations,164,189,188,176,174,124,-79,-52,30,65,60,73
  └─ Receivables,-11,-45,-16,-45,-16,61,81,7,-32,-24,-31,-46
  └─ Inventory,-1,-0,-2,1,0,-2,3,3,-4,4,2,2
  └─ Payables,3,20,13,10,-3,-19,-23,-2,2,1,7,30
  └─ Loans Advances,3,-13,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,-15,16,10,2,-12,-12,-15,19,17,10,-1,4
  └─ Working capital changes,-22,-22,6,-32,-30,28,45,26,-17,-9,-23,-11
  └─ Direct taxes,-28,-42,-35,-50,-47,-31,17,0,-7,22,13,-4
Cash from Investing Activity,-59,-83,-128,-108,-50,41,7,-44,15,-22,-62,-54
  └─ Fixed assets purchased,-36,-62,-58,-68,-41,-44,-25,-14,-28,-30,-46,0
  └─ Fixed assets sold,3,2,2,10,3,3,1,1,2,1,1,46
  └─ Investments purchased,-49,-194,-224,-357,-405,-415,-104,-156,-53,-24,-90,-107
  └─ Investments sold,33,174,174,287,376,475,153,172,78,0,82,0
  └─ Interest received,4,4,4,2,3,3,1,1,3,4,6,-6
  └─ Dividends received,2,2,3,4,3,4,1,7,2,1,3,0
  └─ Invest in subsidiaries,-1,-15,0,0,0,0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,1,1,0,19,1,0
  └─ Acquisition of companies,0,0,0,0,0,-5,-9,-4,-3,-0,0,0
  └─ Inter corporate deposits,0,0,0,0,0,0,0,0,0,0,0,13
  └─ Other investing items,-15,7,-29,14,11,21,-12,-52,15,7,-18,0
Cash from Financing Activity,-60,-30,-32,7,-60,-170,8,72,-22,-42,-0,-8
  └─ Proceeds from shares,0.00,24.89,1.65,30.02,0.00,0.00,0.01,95.20,0.68,2.05,1.17,0.00
  └─ Proceeds from borrowings,35.04,44.08,63.58,46.47,35.37,28.65,50.70,28.47,30.05,10.61,36.89,33.58
  └─ Repayment of borrowings,-75.26,-66.42,-76.46,-44.47,-43.30,-36.77,-26.58,-35.59,-36.45,-38.98,-21.79,-23.70
  └─ Interest paid fin,-19.72,-14.71,-9.66,-6.99,-9.04,-7.18,-9.55,-8.66,-7.43,-6.56,-7.01,-8.26
  └─ Dividends paid,0.00,-14.77,-9.50,-27.52,-35.35,-127.58,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-6.09,-6.86,-7.11,-8.95,-9.45,-9.28,-7.39
  └─ Other financing items,0.00,-2.80,-1.69,9.64,-7.28,-20.65,-0.05,-0.05,0.00,0.00,0.00,-1.95
Net Cash Flow,-5,13,-1,-6,-12,-9,-1,3,-1,13,-12,-3
  └─ Free Cash Flow,81,65,103,37,60,79,-40,-38,-21,48,4,105
  └─ CFO/OP,89%,91%,104%,85%,88%,129%,38%,51%,40%,84%,64%,83%
