Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-4,17,67,39,25,23,77,37
  └─ Profit from operations,0.00,30.51,24.83,27.24,57.09,17.34,47.59,57.37,42.55
  └─ Receivables,0.00,-20.24,14.86,-5.88,-9.77,-7.16,-10.85,-9.77,-9.83
  └─ Other WC items,0.00,-5.33,-20.62,14.13,6.31,13.60,0.93,28.62,24.01
  └─ Working capital changes,0.00,-25.57,-5.76,8.25,-3.46,6.44,-9.92,18.85,14.18
  └─ Direct taxes,0.00,-8.80,-1.92,31.46,-14.76,0.81,-15.06,1.12,-19.46
Cash from Investing Activity,-61,-2,-1,-40,-24,30,-2,-18,-4
  └─ Fixed assets purchased,0,-2,-2,-2,-2,-3,-10,-9,-1
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,0,-0,0,-0,-30,-15,-18,-112,-123
  └─ Investments sold,0,0,0,0,0,31,23,95,117
  └─ Interest received,0,0,0,0,2,3,1,3,2
  └─ Investment in group cos,-77,0,0,0,0,0,0,0,0
  └─ Inter corporate deposits,0,0,0,0,0,0,0,2,0
  └─ Other investing items,16,0,0,-39,7,15,1,2,0
Cash from Financing Activity,80,-1,-17,-16,-33,-55,-18,-63,-25
  └─ Proceeds from shares,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,-38.22,0.00,0.00,0.00
  └─ Proceeds from deposits,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,-1.12,-1.05,-0.57,-6.30,-12.47,-6.75,-18.76,-11.87
  └─ Financial liabilities,0.00,0.00,-16.15,-15.36,-15.33,-14.11,-11.16,-1.54,-1.65
  └─ Other financing items,0.00,0.00,0.00,0.00,-11.83,0.00,0.00,-42.36,-11.21
Net Cash Flow,19,-7,-1,11,-18,0,2,-4,8
  └─ Free Cash Flow,-0,-6,15,65,36,22,13,69,37
  └─ CFO/OP,,17%,79%,135%,101%,160%,82%,132%,158%
