Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-7,51,2,43,65,128,303,287
  └─ Profit from operations,0,34,3,7,25,85,209,308,642
  └─ Receivables,0,-4,3,-3,-42,-15,-311,-125,-674
  └─ Inventory,0,0,0,-0,-1,-35,7,23,-110
  └─ Payables,0,-0,7,-1,55,17,223,-63,537
  └─ Other WC items,0,-37,39,-0,10,18,25,231,25
  └─ Working capital changes,0,-41,49,-5,22,-15,-56,66,-222
  └─ Direct taxes,0,-0,-0,-0,-4,-5,-25,-71,-133
Cash from Investing Activity,0,-28,-38,-114,9,-66,-114,-237,-264
  └─ Fixed assets purchased,0,-28,-2,-126,-6,-83,-11,-101,-122
  └─ Capital WIP,0,0,-38,40,0,0,0,0,0
  └─ Investments purchased,0,0,0,-30,-1,0,-9,-40,0
  └─ Investments sold,0,0,0,0,0,1,0,0,24
  └─ Interest received,0,0,2,2,1,1,3,12,16
  └─ Redemp n Canc of Shares,0,0,0,0,42,0,0,0,0
  └─ Other investing items,0,0,0,0,-25,16,-98,-107,-182
Cash from Financing Activity,0,35,14,86,-40,-9,-7,-49,23
  └─ Proceeds from shares,0,0,20,0,0,0,0,0,0
  └─ Proceeds from borrowings,0,37,3,90,0,0,2,0,54
  └─ Repayment of borrowings,0,0,-5,0,-32,-3,0,-13,0
  └─ Interest paid fin,0,-2,-3,-4,-7,-5,-7,-15,-13
  └─ Dividends paid,0,0,0,0,-1,-1,-2,-21,0
  └─ Financial liabilities,0,0,0,0,0,0,0,0,-19
Net Cash Flow,0,0,27,-26,12,-10,6,17,45
  └─ Free Cash Flow,0,-35,11,-84,36,-18,117,201,164
  └─ CFO/OP,0%,-202%,5820%,34%,196%,84%,74%,120%,66%
