Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-17,-22,37,-26,-40,-7
  └─ Profit from operations,23.68,30.91,48.04,61.91,58.04,38.09
  └─ Receivables,14.13,-1.32,-2.89,-41.79,-11.92,12.09
  └─ Inventory,2.86,-15.21,-7.31,-50.64,-56.65,-24.49
  └─ Payables,-30.00,-25.00,-7.53,25.29,-1.32,-4.96
  └─ Loans Advances,-2.36,-8.79,7.08,-24.25,-3.16,0.00
  └─ Other WC items,-21.76,0.62,5.11,14.39,-14.14,-19.30
  └─ Working capital changes,-37.14,-49.70,-5.54,-76.99,-87.20,-36.66
  └─ Direct taxes,-3.16,-3.36,-5.61,-11.42,-11.10,-8.14
Cash from Investing Activity,-27,-6,-7,-10,13,-4
  └─ Fixed assets purchased,-21.58,-17.94,-8.42,-17.03,-3.93,-12.41
  └─ Investments purchased,-4.94,-0.55,-0.34,-0.15,-0.38,-0.03
  └─ Interest received,0.93,0.75,2.12,3.54,3.81,3.75
  └─ Other investing items,-1.11,11.45,-0.03,3.60,13.24,4.62
Cash from Financing Activity,28,33,-34,32,30,8
  └─ Proceeds from shares,0.00,0.00,0.20,32.60,109.97,0.00
  └─ Proceeds from borrowings,40.01,48.93,0.00,33.25,0.00,29.53
  └─ Repayment of borrowings,0.00,0.00,-16.25,-13.37,-43.33,0.00
  └─ Interest paid fin,-12.51,-16.02,-17.83,-20.72,-20.75,-21.26
  └─ Other financing items,0.00,0.00,0.00,0.00,-15.86,-0.01
Net Cash Flow,-16,4,-4,-5,3,-3
  └─ Free Cash Flow,-38,-40,28,-44,-44,-19
  └─ CFO/OP,-46%,-61%,88%,-24%,-51%,4%
