Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-15,-10,0,-5,-6
  └─ Profit from operations,-4,30,38,15,53
  └─ Receivables,-12,0,-6,3,-33
  └─ Inventory,0,-32,-3,-26,-32
  └─ Payables,38,6,1,3,23
  └─ Other WC items,-37,-9,-23,2,-1
  └─ Working capital changes,-11,-35,-31,-18,-43
  └─ Direct taxes,0,-5,-6,-2,-16
Cash from Investing Activity,-0,25,-2,-35,2
  └─ Fixed assets purchased,-0.23,-0.57,-0.86,-26.32,-8.79
  └─ Fixed assets sold,0.01,0.07,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,-0.86,-8.83,0.00
  └─ Investments sold,0.00,25.10,0.07,0.49,6.84
  └─ Interest received,0.05,0.01,0.01,0.01,0.02
  └─ Other investing items,0.00,0.00,0.00,0.01,4.02
Cash from Financing Activity,15,-14,6,35,8
  └─ Proceeds from borrowings,20.05,0.00,6.20,59.54,10.47
  └─ Repayment of borrowings,-0.89,-11.82,-0.05,-24.46,-0.09
  └─ Interest paid fin,-3.15,-1.95,-0.01,-0.02,-0.64
  └─ Dividends paid,-0.69,0.00,0.00,0.00,-1.73
  └─ Financial liabilities,0.00,-0.20,-0.03,-0.13,-0.10
Net Cash Flow,-0,0,5,-4,4
  └─ Free Cash Flow,-16,-11,-1,-31,-15
  └─ CFO/OP,402%,-20%,17%,-20%,19%
