Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,9,2,-18,33,-112,-17,-38,63
  └─ Profit from operations,7,18,21,44,41,19,9,31
  └─ Receivables,15,1,-17,-33,-61,8,25,65
  └─ Inventory,-9,16,-47,-35,35,-49,-48,87
  └─ Payables,2,66,-58,48,-91,15,-2,14
  └─ Loans Advances,8,-7,7,0,-1,-4,-8,-112
  └─ Operating borrowings,9,-25,0,0,0,0,0,0
  └─ Other WC items,-24,-66,79,19,-26,-3,-10,-21
  └─ Working capital changes,2,-15,-35,-1,-143,-33,-44,32
  └─ Direct taxes,-0,-1,-3,-10,-11,-3,-3,-2
  └─ Advance tax,0,0,0,1,0,0,0,0
  └─ Other operating items,0,0,0,0,0,-0,0,2
Cash from Investing Activity,2,2,3,-2,-2,2,-10,-9
  └─ Fixed assets purchased,0.00,-0.07,0.00,-3.53,-3.37,-3.19,-19.76,-16.25
  └─ Fixed assets sold,0.00,0.00,0.00,0.03,0.00,0.08,2.44,0.43
  └─ Investments purchased,-0.03,-0.04,0.00,0.00,-0.81,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,2.76,0.38,0.00,2.40,0.88,3.02
  └─ Interest received,0.44,0.88,0.56,1.00,1.63,3.00,6.03,4.07
  └─ Dividends received,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,1.32,1.12,-0.29,0.28,1.04,0.07,0.44,0.00
Cash from Financing Activity,-4,-6,19,-21,127,5,78,-102
  └─ Proceeds from shares,0,0,0,0,56,1,0,0
  └─ Proceeds from borrowings,0,3,24,0,76,14,90,0
  └─ Repayment of borrowings,0,0,0,-9,0,-1,0,-70
  └─ Interest paid fin,-4,-8,-5,-12,-5,-8,-12,-33
  └─ Other financing items,0,0,0,0,0,-0,0,0
Net Cash Flow,6,-2,5,10,13,-10,30,-48
  └─ Free Cash Flow,9,2,-18,30,-116,-20,-55,47
  └─ CFO/OP,102%,15%,-130%,124%,-263%,-78%,-627%,218%
