Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-731,1429,-1108,3972,1640,289,-2818,4496,6364,7051,1878,2531
  └─ Profit from operations,-1586,2846,6466,4726,2671,-2547,597,4949,6820,7882,2361,6998
  └─ Receivables,-839,-162,-304,-36,202,1338,-1425,-1879,-143,612,348,-2546
  └─ Inventory,4998,399,-1032,-824,-1070,2075,-2866,-3388,3707,-1576,586,-6701
  └─ Payables,-3213,2655,-15502,-1047,159,-1211,826,5112,-3191,1131,-1152,5491
  └─ Loans Advances,0,-2,-4,-21,-35,-22,-14,-10,-14,-21,-23,-30
  └─ Other WC items,0,-3906,10259,1864,-183,742,54,-25,-49,-26,-165,22
  └─ Working capital changes,946,-1015,-6583,-65,-927,2922,-3426,-190,310,119,-406,-3763
  └─ Direct taxes,-91,-403,-991,-689,-103,-86,11,-263,-766,-950,-77,-704
  └─ Other operating items,-1,0,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,-94,303,-265,-981,-1080,-1449,-2101,-595,-673,-1524,-940,-1378
  └─ Fixed assets purchased,-1170,-449,-862,-1071,-1193,-1494,-898,-611,-703,-1556,-990,-1411
  └─ Fixed assets sold,1,0,70,0,1,1,0,0,0,14,30,1
  └─ Investments purchased,-0,0,0,0,0,0,0,0,-0,0,0,0
  └─ Investments sold,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,838,701,540,80,106,44,10,12,11,1,0,19
  └─ Dividends received,0,118,28,15,11,2,4,4,22,14,22,15
  └─ Invest in subsidiaries,0,0,0,0,0,0,-1217,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Other investing items,236,-67,-42,-6,-6,-2,-1,-0,-3,4,-2,-3
Cash from Financing Activity,-2672,-1744,265,-2796,-996,1157,4944,-3922,-5690,-5524,-938,-598
  └─ Proceeds from shares,0,0,0,0,147,244,0,0,0,0,0,0
  └─ Proceeds from borrowings,0,2955,2868,1498,2014,10265,7514,1555,614,838,1131,2392
  └─ Repayment of borrowings,-2007,-3625,-1656,-2156,-1435,-8149,-1858,-4666,-5157,-5135,-757,-1485
  └─ Interest paid fin,-661,-1074,-948,-873,-1087,-964,-682,-804,-1139,-1043,-953,-762
  └─ Dividends paid,-2,0,0,-1266,-634,-211,0,0,0,-175,-351,-701
  └─ Financial liabilities,0,0,0,0,0,-28,-30,-7,-8,-9,-8,-42
  └─ Other financing items,-2,0,0,0,0,0,0,0,0,0,0,0
Net Cash Flow,-3497,-12,-1109,194,-436,-3,24,-20,1,3,0,554
  └─ Free Cash Flow,-1900,979,-1900,2901,449,-1204,-3716,3885,5662,5509,918,1121
  └─ CFO/OP,30%,107%,-2%,103%,66%,-12%,-400%,96%,109%,102%,85%,52%
