Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,-2,10,-35,-47,-78
  └─ Profit from operations,3,4,12,23,43,52
  └─ Receivables,-2,-29,-16,-35,-109,-126
  └─ Inventory,6,-2,1,-3,-8,-0
  └─ Payables,-4,25,22,-13,78,-3
  └─ Loans Advances,3,0,2,0,0,11
  └─ Other WC items,-1,1,-8,1,-41,-13
  └─ Working capital changes,1,-5,2,-51,-79,-131
  └─ Interest paid,0,0,0,-0,-0,0
  └─ Direct taxes,-0,-0,-4,-6,-10,0
Cash from Investing Activity,-2,0,-1,-0,-0,-29
  └─ Fixed assets purchased,-2.35,-0.91,-0.30,-0.56,-0.66,-18.92
  └─ Fixed assets sold,0.00,0.00,0.06,0.00,0.00,0.00
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,-10.90
  └─ Investments purchased,-0.32,0.00,-0.70,0.00,0.00,0.00
  └─ Investments sold,0.00,0.67,0.00,0.00,0.00,0.00
  └─ Interest received,0.09,0.40,0.07,0.23,0.40,0.48
  └─ Other investing items,0.09,-0.02,0.14,0.13,0.00,0.00
Cash from Financing Activity,-2,1,-7,44,45,108
  └─ Proceeds from shares,0,0,0,3,50,0
  └─ Proceeds from borrowings,0,2,0,44,1,162
  └─ Repayment of borrowings,-1,0,-5,-1,-0,-44
  └─ Interest paid fin,-1,-2,-2,-2,-4,-11
  └─ Dividends paid,0,0,0,0,-1,0
  └─ Other financing items,0,0,0,0,0,1
Net Cash Flow,-0,-1,1,9,-2,0
  └─ Free Cash Flow,2,-3,9,-35,-47,-108
  └─ CFO/OP,132%,-35%,117%,-116%,-86%,-151%
