Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,6,-4,59,-44,-11,36,-3
  └─ Profit from operations,0.24,-0.87,-2.41,9.85,0.84,6.18,6.88,6.46
  └─ Receivables,-7.55,22.63,15.83,-16.41,4.95,8.68,18.84,-13.31
  └─ Inventory,-2.53,-5.64,13.42,-3.05,-6.49,-16.75,16.32,2.03
  └─ Payables,-16.72,-2.40,-49.64,68.63,-44.21,-2.06,-14.80,11.33
  └─ Loans Advances,20.75,-6.43,18.78,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,7.88,-1.71,0.36,-0.30,1.79,-6.84,9.40,-8.12
  └─ Working capital changes,1.83,6.46,-1.25,48.87,-43.96,-16.97,29.75,-8.07
  └─ Direct taxes,-0.11,-0.07,-0.71,0.00,-0.78,-0.69,-1.05,-1.25
Cash from Investing Activity,1,2,5,5,-10,-3,-19,-31
  └─ Fixed assets purchased,-0.02,0.00,-0.96,-0.22,-6.40,-1.71,-6.02,-34.33
  └─ Fixed assets sold,0.00,1.28,0.00,0.89,0.01,0.00,0.03,0.02
  └─ Investments purchased,0.00,0.00,-1.32,0.00,-5.72,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,3.88,1.39,0.00,0.00,0.00,2.63
  └─ Interest received,0.74,0.49,2.58,2.89,2.40,0.08,0.31,1.58
  └─ Other investing items,0.00,0.00,0.61,0.00,-0.38,-0.97,-13.72,-1.01
Cash from Financing Activity,-4,-7,-2,-56,52,14,-1,20
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,10.52,0.00,0.00,15.39
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.80,45.61,15.51,2.11,17.35
  └─ Repayment of borrowings,-3.31,-6.57,-2.05,-56.84,-4.40,0.00,-1.66,-10.20
  └─ Interest paid fin,-0.26,-0.02,-0.17,-0.17,-0.19,-1.33,-1.94,-2.83
Net Cash Flow,-1,1,-2,7,-2,0,15,-14
  └─ Free Cash Flow,2,7,-5,59,-50,-13,30,-37
  └─ CFO/OP,1040%,-226%,48%,-1302%,-53900%,-172%,532%,-25%
