Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,9,5,-15,-6
  └─ Profit from operations,5.50,4.32,5.16,9.31
  └─ Receivables,1.98,-6.22,-6.68,-2.60
  └─ Inventory,0.05,-0.53,-4.03,-1.08
  └─ Payables,-4.39,5.43,-1.36,-1.14
  └─ Loans Advances,4.09,-1.39,-3.58,0.00
  └─ Operating borrowings,5.24,4.24,-0.56,0.00
  └─ Other WC items,-2.20,-0.08,-2.67,-8.79
  └─ Working capital changes,4.76,1.46,-18.88,-13.61
  └─ Direct taxes,-1.36,-0.83,-0.89,-1.69
Cash from Investing Activity,-14,-2,-0,-1
  └─ Fixed assets purchased,-13.94,-3.10,-1.29,-1.19
  └─ Fixed assets sold,0.01,0.76,0.00,0.00
  └─ Interest received,0.01,0.01,0.43,0.03
  └─ Other investing items,0.05,0.04,0.40,0.00
Cash from Financing Activity,5,-3,15,5
  └─ Proceeds from borrowings,13.45,0.39,0.25,7.94
  └─ Repayment of borrowings,-10.27,-2.29,-1.33,-1.27
  └─ Interest paid fin,-0.39,-0.76,-1.69,-1.76
  └─ Other financing items,2.31,0.02,18.24,0.23
Net Cash Flow,0,0,0,-2
  └─ Free Cash Flow,-5,3,-16,-7
  └─ CFO/OP,202%,161%,-300%,-47%
