Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,29,8,15,27,28,-12,66,125,118,292
  └─ Profit from operations,23,33,43,45,80,105,126,132,235,497
  └─ Receivables,-0,-13,-24,21,-64,-41,-64,30,-80,-55
  └─ Inventory,-0,-8,-11,-14,-8,-52,-7,-35,-23,-51
  └─ Payables,10,9,23,-17,33,33,24,24,21,-2
  └─ Loans Advances,0,0,-0,-0,-0,-0,-1,-2,-1,-0
  └─ Other WC items,3,-6,-1,0,1,-33,12,2,12,16
  └─ Working capital changes,13,-17,-14,-9,-38,-94,-36,18,-70,-93
  └─ Direct taxes,-7,-8,-14,-8,-14,-23,-24,-24,-47,-112
Cash from Investing Activity,-19,-25,-21,-24,-101,-121,-33,-365,-224,-266
  └─ Fixed assets purchased,-18,-25,-21,-22,-107,-34,-96,-315,-195,-328
  └─ Fixed assets sold,0,0,0,0,3,0,0,0,0,0
  └─ Investments purchased,0,0,0,-3,0,-0,0,-66,0,-1
  └─ Investments sold,0,0,0,0,3,0,0,0,0,0
  └─ Interest received,0,0,0,0,0,3,2,2,11,9
  └─ Other investing items,-0,-1,0,0,0,-89,61,13,-40,54
Cash from Financing Activity,-7,15,6,0,72,140,-12,239,261,4
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,300.00,0.00,51.85,499.39,0.01
  └─ Proceeds from borrowings,0.00,17.71,10.07,5.52,77.22,0.00,2.76,218.07,0.00,18.31
  └─ Repayment of borrowings,-3.92,0.00,0.00,0.00,0.00,-135.79,0.00,0.00,-208.46,0.00
  └─ Interest paid fin,-3.18,-3.09,-4.45,-5.32,-5.11,-5.45,-2.41,-5.94,-6.20,-1.28
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,-10.94,-10.93,-12.28,-12.28
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,-0.66
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-18.50,-1.66,-13.70,-10.99,0.00
Net Cash Flow,3,-2,-0,3,-1,8,20,-1,156,30
  └─ Free Cash Flow,10,-16,-7,6,-77,-46,-31,-190,-76,-36
  └─ CFO/OP,153%,53%,68%,85%,52%,10%,73%,116%,71%,84%
