Metric,Mar 2019,Mar 2020,Mar 2021
Cash from Operating Activity,-20.61,-2.44,-9.25
  └─ Profit from operations,-0.30,-2.23,-0.38
  └─ Inventory,-0.06,0.07,0.00
  └─ Payables,0.01,0.18,-0.28
  └─ Loans Advances,-19.81,-0.46,-8.59
  └─ Other WC items,0.05,0.01,0.00
  └─ Working capital changes,-19.81,-0.20,-8.87
  └─ Direct taxes,-0.49,0.00,0.00
Cash from Investing Activity,20.60,2.80,-5.77
  └─ Fixed assets purchased,-0.03,-0.46,-2.84
  └─ Fixed assets sold,20.87,2.47,0.26
  └─ Investments purchased,0.00,0.00,-0.62
  └─ Investments sold,0.00,0.80,0.00
  └─ Other investing items,-0.24,0.00,-2.58
Cash from Financing Activity,0.00,-0.36,15.01
  └─ Proceeds from borrowings,0.00,0.00,15.01
  └─ Repayment of borrowings,0.00,-0.36,0.00
Net Cash Flow,0.00,0.01,-0.01
  └─ Free Cash Flow,0.23,-0.43,-11.83
  └─ CFO/OP,2286%,198%,1568%
