Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,32,66,89,103,67,130,298,115,169,140
  └─ Profit from operations,4,9,8,1,3,5,4,0,-6,-7
  └─ Receivables,-2,-3,9,10,8,6,1,1,2,-2
  └─ Payables,0,0,0,0,-0,0,0,0,0,-0
  └─ Other WC items,-1,1,-0,-0,0,-0,-0,3,-0,0
  └─ Working capital changes,-3,-2,9,10,9,6,1,4,1,-2
  └─ Interest paid,29,36,30,32,42,46,394,88,100,138
  └─ Direct taxes,-12,-17,-14,-13,-22,-46,-101,-40,-60,-42
  └─ Other operating items,13,40,57,73,36,118,0,63,134,52
Cash from Investing Activity,-43,-58,-87,-108,-72,-131,-298,-112,-170,-140
  └─ Fixed assets purchased,0,-0,0,0,-0,0,0,0,0,-0
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,-40,-40,-56,-58,0,0,-538,-126,-175,-213
  └─ Investments sold,79,0,0,0,0,0,541,128,163,224
  └─ Other investing items,-82,-18,-31,-49,-72,-131,-300,-114,-158,-151
Cash from Financing Activity,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.87
Net Cash Flow,-11,8,2,-4,-5,-1,1,3,-1,-1
  └─ Free Cash Flow,32,66,89,103,67,130,298,115,169,140
  └─ CFO/OP,74%,98%,101%,100%,102%,98%,100%,98%,98%,110%
