Metric,Mar 2006,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash from Operating Activity,-1,0,-20,-334,-185,74,252,18,16
  └─ Profit from operations,0.37,0.22,43.85,60.16,61.31,44.67,20.62,20.77,5.81
  └─ Receivables,-0.57,-0.31,0.00,0.00,0.00,-0.21,-0.18,-1.11,-1.62
  └─ Payables,-0.58,0.36,-0.51,0.28,0.13,-0.28,0.32,-0.23,0.37
  └─ Loans Advances,0.00,0.00,-65.88,0.00,0.00,50.80,215.81,8.33,33.69
  └─ Operating Deposits,0.00,0.00,0.00,0.00,0.00,-4.55,11.18,-12.08,-11.54
  └─ Other WC items,0.00,0.00,13.13,-384.85,-227.37,-9.08,5.97,3.62,-7.66
  └─ Working capital changes,-1.15,0.05,-53.26,-384.57,-227.24,36.68,233.09,-1.46,13.24
  └─ Direct taxes,0.00,0.00,-10.78,-9.62,-19.32,-7.13,-2.06,-1.38,-3.17
Cash from Investing Activity,-0,-0,-1,-31,-1,-0,-37,-0,-0
  └─ Fixed assets purchased,-0.07,-0.07,-0.47,-0.64,-0.81,-0.78,-0.78,-0.29,-0.36
  └─ Fixed assets sold,0.06,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.21
  └─ Investments purchased,0.00,0.00,-0.15,-76.00,-294.06,0.00,-35.85,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,76.57,295.72,0.63,0.00,0.04,0.00
  └─ Interest received,0.00,0.00,0.00,2.32,0.37,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,-33.19,-2.30,0.00,0.00,0.00,0.00
Cash from Financing Activity,2,-0,73,311,176,-56,-213,-14,-49
  └─ Proceeds from shares,0,0,115,22,0,0,0,0,0
  └─ Proceeds from debentures,0,0,0,0,0,75,0,30,0
  └─ Redemption of debentures,0,0,0,0,0,0,-75,0,0
  └─ Proceeds from borrowings,2,0,-34,292,179,0,0,27,72
  └─ Repayment of borrowings,0,-0,0,-0,0,-130,-137,-70,-122
  └─ Interest paid fin,0,0,-12,0,0,0,0,0,0
  └─ Dividends paid,0,0,-3,-3,-3,-1,-1,0,0
  └─ Financial liabilities,0,0,0,0,0,-0,0,0,0
  └─ Other financing items,0,0,7,0,0,0,0,0,0
Net Cash Flow,1,-0,52,-54,-10,18,2,4,-34
  └─ Free Cash Flow,-1,0,-21,-335,-186,73,251,18,16
  └─ CFO/OP,-355%,75%,-25%,-384%,-225%,64%,348%,474%,108%
