Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,416,219,127,515,332,458,558
  └─ Profit from operations,435,365,461,622,493,611,683
  └─ Receivables,52,-73,-175,-2,-61,-61,86
  └─ Inventory,-1,-29,-54,-32,34,-23,-90
  └─ Payables,3,11,48,-12,-21,47,-26
  └─ Other WC items,27,6,-44,70,-27,-21,41
  └─ Working capital changes,81,-85,-226,24,-74,-58,11
  └─ Direct taxes,-100,-61,-108,-131,-87,-94,-136
Cash from Investing Activity,-197,-198,-255,-329,-348,-443,-414
  └─ Fixed assets purchased,-310,-49,-162,-344,-398,-500,-270
  └─ Fixed assets sold,1,0,0,0,1,3,0
  └─ Capital WIP,172,-34,-12,29,0,0,0
  └─ Investments purchased,-49,-130,-40,-128,-62,0,-190
  └─ Investments sold,22,103,76,113,107,30,45
  └─ Interest received,0,4,3,2,9,15,0
  └─ Dividends received,7,0,0,0,0,0,0
  └─ Other investing items,-41,-91,-120,-1,-5,10,1
Cash from Financing Activity,-109,-3,-47,-62,-108,-16,-141
  └─ Proceeds from borrowings,0,2,16,7,0,58,0
  └─ Repayment of borrowings,0,0,0,0,-31,0,-63
  └─ Proceeds from deposits,0,1,0,0,0,0,0
  └─ Interest paid fin,-1,-0,-0,-1,-4,-1,-0
  └─ Dividends paid,-105,-6,-62,-67,-72,-72,-78
  └─ Other financing items,-3,0,-1,-0,-2,-1,-0
Net Cash Flow,109,18,-175,124,-125,0,3
  └─ Free Cash Flow,279,136,-47,200,-65,-39,289
  └─ CFO/OP,124%,79%,54%,113%,89%,95%,106%
