Metric,Mar 2006,Mar 2007,Mar 2008
Cash from Operating Activity,-1.00,-1.02,
  └─ Profit from operations,3.41,0.95,
  └─ Receivables,-8.65,-1.17,
  └─ Inventory,-1.16,0.22,
  └─ Payables,1.87,3.80,
  └─ Loans Advances,1.71,0.00,
  └─ Other WC items,1.82,-4.52,
  └─ Working capital changes,-4.41,-1.67,
  └─ Direct taxes,0.00,-0.04,
  └─ Other operating items,0.00,-0.11,
  └─ Exceptional CF items,0.00,-0.15,
Cash from Investing Activity,-3.02,0.50,
  └─ Fixed assets purchased,-2.65,0.00,
  └─ Fixed assets sold,0.06,0.26,
  └─ Other investing items,-0.43,0.24,
Cash from Financing Activity,4.04,0.54,
  └─ Proceeds from borrowings,2.35,0.54,
  └─ Other financing items,1.69,0.00,
Net Cash Flow,0.02,0.02,
  └─ Free Cash Flow,-3.59,-0.76,
  └─ CFO/OP,-30%,-51%,
