Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,5,7,4,-7,1,6,15,-0,1
  └─ Profit from operations,2.91,2.97,5.19,2.43,-5.55,4.01,9.04,12.73,9.17,12.07
  └─ Receivables,-1.09,-0.59,0.13,0.95,0.13,-0.58,-3.40,-0.31,-3.91,-0.59
  └─ Inventory,-0.64,-0.33,-0.18,-1.70,0.09,-2.60,-3.28,-1.20,0.02,-1.56
  └─ Payables,1.00,0.55,2.69,2.40,0.55,6.96,-0.52,1.80,-4.20,1.59
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
  └─ Other WC items,-0.79,2.53,-0.39,-0.99,-1.88,-6.05,5.34,2.53,-1.98,-9.85
  └─ Working capital changes,-1.53,2.16,2.25,0.66,-1.12,-2.26,-1.87,2.82,-10.06,-10.40
  └─ Direct taxes,-0.37,-0.10,0.02,0.48,-0.60,-0.27,-0.91,-0.11,0.86,-0.80
Cash from Investing Activity,-3,-2,-4,-4,2,1,-15,-3,-5,-4
  └─ Fixed assets purchased,-1.53,-1.93,-3.18,-3.22,-2.53,-10.62,-22.40,-9.75,-4.00,-2.03
  └─ Fixed assets sold,0.01,0.07,0.27,0.03,1.74,0.38,3.66,8.51,0.30,0.09
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
  └─ Investments purchased,-4.01,-1.96,-0.90,-0.31,-1.86,-0.44,-0.91,-1.75,-4.59,-3.46
  └─ Investments sold,4.01,2.41,0.86,0.54,1.74,1.32,0.00,1.55,4.77,2.20
  └─ Investment income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11
  └─ Interest received,2.26,2.64,2.77,3.50,3.64,3.24,3.23,3.36,4.48,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.62,0.00
  └─ Acquisition of companies,0.00,0.00,-1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-3.87,-3.37,-2.55,-4.41,-0.27,6.70,1.86,-5.87,-6.33,-5.63
Cash from Financing Activity,2,-0,-5,-1,6,-2,9,-11,6,2
  └─ Proceeds from borrowings,5.47,3.43,1.72,3.30,10.93,3.65,15.64,8.51,24.73,10.71
  └─ Repayment of borrowings,0.00,-0.29,-2.73,-0.15,0.00,0.00,0.00,-11.26,-11.02,0.00
  └─ Interest paid fin,-2.80,-3.05,-3.32,-3.84,-4.75,-5.67,-6.76,-8.36,-7.72,-8.35
  └─ Dividends paid,-0.17,-0.17,-0.17,-0.17,-0.11,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.04,-0.04,-0.04,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,0,3,-1,-1,1,0,1,1,1,-0
  └─ Free Cash Flow,-1,3,5,0,-8,-9,-12,14,-4,-1
  └─ CFO/OP,54%,168%,140%,103%,110%,-94%,154%,178%,-19%,24%
