Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,83,76,45,115,3,62
  └─ Profit from operations,190,228,205,91,125,187
  └─ Receivables,-35,-45,-15,23,-107,-15
  └─ Inventory,-32,-70,-85,17,-35,-45
  └─ Payables,13,22,9,-2,27,18
  └─ Other WC items,-8,-6,-21,8,16,-43
  └─ Working capital changes,-62,-98,-112,45,-99,-85
  └─ Direct taxes,-45,-54,-47,-21,-23,-41
Cash from Investing Activity,-83,-133,-24,-120,1,-83
  └─ Fixed assets purchased,-42,-82,-76,-77,-64,0
  └─ Fixed assets sold,0,0,0,0,0,0
  └─ Capital WIP,0,0,0,0,0,-91
  └─ Investments purchased,-7,-15,-6,-13,-7,-9
  └─ Investments sold,3,9,12,14,5,5
  └─ Investment income,0,0,0,0,0,7
  └─ Interest received,2,4,4,9,8,0
  └─ Other investing items,-40,-50,42,-54,59,5
Cash from Financing Activity,-4,71,-25,3,19,36
  └─ Proceeds from shares,0,100,0,0,0,0
  └─ Proceeds from borrowings,10,0,0,15,34,56
  └─ Repayment of borrowings,-7,-15,-11,0,-0,-1
  └─ Interest paid fin,-3,-4,-5,-3,-4,-6
  └─ Dividends paid,-4,-4,-9,-9,-9,-9
  └─ Financial liabilities,0,0,-0,-1,-2,-5
  └─ Other financing items,0,-5,0,0,-0,0
Net Cash Flow,-4,14,-4,-2,23,15
  └─ Free Cash Flow,41,-6,-30,38,-61,-30
  └─ CFO/OP,70%,61%,47%,157%,22%,59%
