Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,642,858,1170,844,1395,1644,2400,3251,3095,5670,4546,4799
  └─ Profit from operations,1011,1230,1457,1578,2176,2287,2769,5817,6381,6643,6664,7173
  └─ Receivables,-198,-305,-110,-575,-543,-592,-217,-2010,-2178,505,-462,-2064
  └─ Inventory,0,0,0,0,0,0,0,0,1,0,0,-0
  └─ Payables,116,207,69,199,237,360,488,791,412,422,343,2556
  └─ Other WC items,-11,-12,0,0,0,0,0,0,0,-330,-361,-1008
  └─ Working capital changes,-92,-110,-41,-376,-306,-231,270,-1219,-1764,598,-480,-517
  └─ Direct taxes,-277,-260,-246,-358,-475,-412,-640,-1348,-1522,-1571,-1637,-1858
Cash from Investing Activity,-103,-40,-961,-452,-749,-643,-1657,-1643,-271,-3918,-1729,-1604
  └─ Fixed assets purchased,-196,-129,-73,-102,-157,-246,-272,-1057,-939,-843,-950,-931
  └─ Fixed assets sold,3,15,4,4,4,4,5,4,5,10,16,21
  └─ Investments purchased,0,61,-898,-302,-451,-460,-1461,-14855,-20013,-31997,-28095,-41493
  └─ Investments sold,79,7,19,52,74,104,98,14390,20638,28666,26940,40050
  └─ Interest received,2,2,3,2,2,6,16,57,127,257,358,536
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0,0,5
  └─ Investment in group cos,0,0,0,0,0,0,0,0,0,0,-1,-44
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0,87
  └─ Other investing items,9,4,-16,-106,-221,-50,-43,-183,-89,-12,2,164
Cash from Financing Activity,-497,-817,-33,-408,-594,-890,-509,-1680,-1932,-2269,-2574,-2926
  └─ Proceeds from shares,0,7,0,0,0,0,0,0,1,1,4,3
  └─ Proceeds from borrowings,101,0,0,0,0,32,9,10,66,0,0,0
  └─ Repayment of borrowings,0,0,0,0,0,0,0,0,0,-87,-40,-2
  └─ Proceeds from deposits,0,0,202,0,0,0,176,0,0,59,0,0
  └─ Interest paid fin,-118,-6,-3,-14,-2,-4,-2,-116,-149,-219,-271,-272
  └─ Dividends paid,-481,-547,-161,-303,-450,-486,-532,-1328,-1563,-1775,-1925,-1991
  └─ Financial liabilities,0,0,0,0,0,-140,-160,-200,-227,-248,-308,-378
  └─ Other financing items,0,-271,-71,-91,-143,-292,0,-48,-60,0,-34,-286
Net Cash Flow,42,2,176,-16,52,110,234,-73,892,-518,242,269
  └─ Free Cash Flow,448,744,1101,746,1242,1401,2133,2198,2160,4836,3612,3890
  └─ CFO/OP,91%,109%,115%,101%,99%,101%,112%,88%,76%,113%,95%,88%
