Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash from Operating Activity,,9,12,-0
  └─ Profit from operations,,28,28,66
  └─ Receivables,,39,0,7
  └─ Inventory,,-54,33,22
  └─ Payables,,-9,-58,-46
  └─ Other WC items,,11,11,-37
  └─ Working capital changes,,-13,-13,-55
  └─ Direct taxes,,-6,-3,-12
Cash from Investing Activity,,-11,-1,-17
  └─ Fixed assets purchased,,-16.30,-6.14,-34.88
  └─ Interest received,,4.83,4.79,19.95
  └─ Redemp n Canc of Shares,,0.00,0.00,0.03
  └─ Other investing items,,0.00,0.00,-2.11
Cash from Financing Activity,,4,-5,7
  └─ Proceeds from borrowings,,10.98,14.35,49.58
  └─ Repayment of borrowings,,0.00,-11.18,-32.28
  └─ Interest paid fin,,-6.99,-7.90,-10.74
Net Cash Flow,,2,6,-11
  └─ Free Cash Flow,,-7,6,-35
  └─ CFO/OP,,54%,56%,18%
