Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,305,437,-103,-621,626,658,914,449,354,347,619
  └─ Profit from operations,315,297,367,387,222,346,294,404,289,344,206
  └─ Receivables,9,-5,-400,-1096,627,604,572,-495,-49,-132,119
  └─ Inventory,-32,-65,-8,-240,131,-280,20,-65,219,39,184
  └─ Payables,95,296,143,687,-419,8,42,735,-40,83,117
  └─ Other WC items,-25,-43,-151,-219,110,-8,31,-114,-60,15,0
  └─ Working capital changes,47,183,-415,-868,449,324,665,61,70,5,421
  └─ Direct taxes,-57,-44,-54,-139,-45,-12,-45,-23,-3,-2,-8
  └─ Exceptional CF items,0,0,0,0,0,0,0,7,-3,0,0
Cash from Investing Activity,-53,-90,36,-103,-41,-110,-70,-88,-449,-195,-380
  └─ Fixed assets purchased,-51,-56,-38,-57,-31,-40,-76,-81,-131,-54,-87
  └─ Fixed assets sold,1,9,3,1,1,20,33,10,0,25,1
  └─ Investments purchased,0,0,-0,-3,-2,0,0,-41,-104,-60,-294
  └─ Investments sold,0,0,0,0,0,0,0,0,117,32,93
  └─ Interest received,2,3,11,0,5,5,6,5,51,16,30
  └─ Acquisition of companies,0,0,0,-31,0,0,-25,0,0,0,0
  └─ Other investing items,-5,-46,61,-14,-14,-95,-7,19,-381,-153,-124
Cash from Financing Activity,-239,-368,64,713,-495,-604,-771,-139,-133,-146,-137
  └─ Proceeds from shares,3,6,17,9,348,10,14,9,5,6,1
  └─ Proceeds from borrowings,121,254,0,1017,295,19,13,0,0,0,0
  └─ Repayment of borrowings,-218,-550,0,-160,-929,-538,-653,-45,-0,0,0
  └─ Interest paid fin,-87,-77,-76,-110,-144,-68,-127,-47,-62,-69,-55
  └─ Dividends paid,-43,-0,-28,-36,-36,0,0,-34,-46,-35,-35
  └─ Financial liabilities,0,0,0,0,-22,-27,-18,-16,-29,-49,-48
  └─ Other financing items,-15,-2,151,-7,-7,0,0,-6,0,0,0
Net Cash Flow,13,-22,-3,-11,90,-56,73,223,-227,6,103
  └─ Free Cash Flow,255,389,-138,-677,597,638,871,378,223,318,534
  └─ CFO/OP,137%,198%,-17%,-143%,327%,221%,383%,126%,137%,114%,455%
