Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,55,90,92,110,226
  └─ Profit from operations,88,97,128,176,292
  └─ Receivables,-36,-1,-24,-69,-50
  └─ Inventory,-45,37,-15,-56,-15
  └─ Payables,39,-33,20,36,-2
  └─ Loans Advances,0,0,0,0,-0
  └─ Other WC items,16,-4,-8,41,50
  └─ Working capital changes,-27,-1,-27,-48,-17
  └─ Direct taxes,-6,-6,-9,-18,-49
Cash from Investing Activity,-129,-101,-94,-71,-185
  └─ Fixed assets purchased,-121,-112,-95,-72,-186
  └─ Fixed assets sold,0,0,0,0,0
  └─ Interest received,2,3,1,1,1
  └─ Other investing items,-10,8,-0,0,-0
Cash from Financing Activity,108,-5,5,-42,-39
  └─ Proceeds from shares,0.00,0.00,0.00,0.02,0.00
  └─ Proceeds from borrowings,13.80,49.97,64.17,18.21,0.00
  └─ Repayment of borrowings,-38.87,-38.17,-43.13,-38.23,-13.64
  └─ Interest paid fin,-15.81,-16.32,-15.91,-16.83,-15.78
  └─ Dividends paid,0.00,0.00,0.00,-4.59,-9.03
  └─ Financial liabilities,-0.49,-0.60,-0.49,-0.44,-0.83
  └─ Other financing items,149.67,0.00,0.00,0.00,0.00
Net Cash Flow,34,-16,3,-3,2
  └─ Free Cash Flow,-66,-22,-3,38,41
  └─ CFO/OP,74%,103%,86%,72%,98%
