Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3292,4171,5185,6059,5800,7623,9163,9048,9991,15469,11886,10999
  └─ Profit from operations,5510,6025,6512,7485,8909,9723,11672,12829,14089,14537,14942,15153
  └─ Receivables,3,-257,173,0,0,0,0,0,0,0,0,0
  └─ Inventory,91,89,37,-146,-195,-331,-543,-758,-339,74,-584,-692
  └─ Payables,-327,164,501,0,0,0,0,0,0,0,0,0
  └─ Loans Advances,-148,0,0,0,0,0,0,0,0,0,0,0
  └─ Operating Deposits,0,0,-46,0,0,0,0,0,0,0,0,0
  └─ Other WC items,38,-77,-99,982,-147,742,442,-242,-621,1239,-204,1378
  └─ Working capital changes,-342,-81,566,836,-342,411,-101,-1000,-960,1313,-788,686
  └─ Direct taxes,-1862,-1765,-1859,-2264,-2767,-2505,-2407,-2784,-3138,-381,-2268,-4840
  └─ Other operating items,-14,-8,-21,0,0,0,0,0,0,0,0,0
  └─ Exceptional CF items,0,0,-13,2,0,-6,-1,3,0,0,0,0
Cash from Investing Activity,138,-282,-1173,-1063,-438,1791,-1228,-1728,-1484,-5324,6473,-3676
  └─ Fixed assets purchased,-606,-810,-1113,-895,-767,-862,-4163,-1228,-1192,-1477,-1275,-1361
  └─ Fixed assets sold,560,99,176,32,13,52,97,175,181,20,13,29
  └─ Investments purchased,-19353,-20666,-31214,-51855,-74365,-36090,-39920,-48522,-22649,-21337,-22957,-25529
  └─ Investments sold,19461,20937,30083,52897,74691,37690,38486,47786,23462,19846,23987,25117
  └─ Interest received,218,315,264,297,289,351,277,161,259,425,835,428
  └─ Dividends received,24,33,14,0,1,1,1,1,2,3,0,5
  └─ Redemp n Canc of Shares,200,161,20,73,0,0,0,0,0,0,0,298
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,-334,0,0,0
  └─ Other investing items,-367,-351,597,-1612,-300,649,3994,-101,-1213,-2804,5870,-2663
Cash from Financing Activity,-3462,-3864,-4214,-4975,-5390,-6819,-9309,-8015,-8953,-10034,-13101,-10810
  └─ Proceeds from shares,2,0,0,0,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,0,177,460,0,99,0,188,55,286,0,0,0
  └─ Repayment of borrowings,-3,0,-360,-277,0,-99,-188,-55,-208,-85,0,-46
  └─ Interest paid fin,-18,-2,-14,-6,-7,-90,-92,-82,-88,-110,-130,-133
  └─ Dividends paid,-2912,-3354,-3572,-3911,-4554,-5196,-8811,-7526,-8474,-9416,-12473,-10124
  └─ Financial liabilities,0,0,0,0,0,-373,-406,-407,-467,-423,-498,-507
  └─ Other financing items,-533,-685,-728,-781,-928,-1061,0,0,-2,0,0,0
Net Cash Flow,-33,25,-202,21,-28,2595,-1374,-695,-446,111,5258,-3487
  └─ Free Cash Flow,3246,3460,4248,5196,5046,6813,5097,7995,8980,14012,10624,9667
  └─ CFO/OP,95%,100%,111%,111%,96%,103%,100%,92%,93%,108%,96%,105%
