Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,-10,8,18
  └─ Profit from operations,11.67,13.82,19.80,22.21
  └─ Receivables,4.46,-14.49,-10.30,-6.58
  └─ Inventory,-7.24,-4.96,5.89,3.77
  └─ Payables,-1.58,0.70,0.02,0.23
  └─ Loans Advances,-0.49,0.33,-0.93,0.65
  └─ Other WC items,-1.88,0.64,-1.25,3.64
  └─ Working capital changes,-6.73,-17.78,-6.57,1.70
  └─ Direct taxes,-0.69,-5.54,-4.94,-5.69
Cash from Investing Activity,-1,-17,-4,-20
  └─ Fixed assets purchased,-0.45,-2.34,-2.02,-16.37
  └─ Fixed assets sold,0.00,0.00,0.00,0.04
  └─ Capital WIP,-0.20,0.08,0.12,-20.48
  └─ Investments purchased,0.00,-15.00,-0.58,0.00
  └─ Investments sold,0.00,0.06,0.41,14.65
  └─ Interest received,0.09,0.27,0.26,0.07
  └─ Other investing items,-0.23,0.40,-2.19,2.15
Cash from Financing Activity,1,31,-3,-5
  └─ Proceeds from shares,0.00,30.11,0.00,0.00
  └─ Proceeds from borrowings,1.10,6.59,0.00,0.00
  └─ Repayment of borrowings,-0.38,-2.32,-2.42,-4.70
  └─ Interest paid fin,-0.18,-0.17,-0.18,-0.09
  └─ Other financing items,0.00,-3.65,0.00,0.00
Net Cash Flow,4,5,2,-7
  └─ Free Cash Flow,4,-12,6,-19
  └─ CFO/OP,42%,-29%,67%,110%
