Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,44,27,83,-34,57,62,43,17,54
  └─ Profit from operations,37,58,61,67,79,65,42,53,56
  └─ Receivables,-5,-33,38,-92,5,-26,0,-26,16
  └─ Inventory,-11,-4,2,-35,-5,-4,13,-17,-32
  └─ Payables,21,10,-20,37,-5,38,-8,14,22
  └─ Loans Advances,3,0,3,0,0,0,0,0,0
  └─ Other WC items,2,2,5,-3,-2,0,0,0,0
  └─ Working capital changes,10,-24,28,-94,-7,8,5,-29,6
  └─ Direct taxes,-3,-6,-6,-7,-15,-11,-4,-7,-8
Cash from Investing Activity,-30,-30,-43,-5,-28,-197,36,-21,-34
  └─ Fixed assets purchased,-20,-30,-33,-20,-42,-52,-33,-41,-60
  └─ Fixed assets sold,0,1,1,2,1,2,8,3,1
  └─ Investments purchased,-11,-5,-15,0,0,-56,-61,0,-75
  └─ Investments sold,0,1,3,14,13,31,26,9,65
  └─ Subsidy received,0,0,0,0,0,0,0,0,0
  └─ Interest received,0,0,0,0,0,1,7,5,4
  └─ Dividends received,0,0,0,0,0,0,0,0,0
  └─ Other investing items,-0,1,0,0,0,-122,90,3,30
Cash from Financing Activity,-5,-4,-33,34,-30,131,-79,4,-15
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,175.00,0.00,0.00,0.39
  └─ Proceeds from borrowings,3.43,8.48,0.00,61.57,9.91,25.00,0.00,12.05,0.00
  └─ Repayment of borrowings,0.00,0.00,-21.82,-17.70,-21.34,-49.49,-66.37,0.00,-7.53
  └─ Interest paid fin,-8.54,-12.79,-11.34,-9.66,-12.69,-13.05,-8.09,-7.57,-8.16
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,-4.08,-4.78,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,-0.02,-0.02,-0.01,-0.02,0.00,-0.04
  └─ Other financing items,0.00,0.00,0.00,0.00,-5.82,-2.62,0.00,0.00,0.00
Net Cash Flow,9,-7,7,-4,-1,-4,-0,-0,4
  └─ Free Cash Flow,24,-2,51,-52,16,12,18,-21,-5
  └─ CFO/OP,125%,58%,161%,-40%,91%,112%,114%,45%,111%
