Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,13,31,34
  └─ Profit from operations,32,50,81
  └─ Receivables,-1,5,-21
  └─ Inventory,-1,-5,-2
  └─ Payables,-1,-2,4
  └─ Loans Advances,1,3,-1
  └─ Other WC items,-3,-6,-6
  └─ Working capital changes,-5,-5,-27
  └─ Direct taxes,-13,-14,-20
Cash from Investing Activity,-8,-10,-184
  └─ Fixed assets purchased,-0,-2,-65
  └─ Fixed assets sold,0,0,0
  └─ Investments purchased,-4,0,-22
  └─ Investments sold,0,6,0
  └─ Interest received,0,1,7
  └─ Other investing items,-4,-15,-104
Cash from Financing Activity,-11,-8,151
  └─ Proceeds from shares,0,0,170
  └─ Proceeds from borrowings,0,0,0
  └─ Repayment of borrowings,-0,-1,-0
  └─ Interest paid fin,-0,-0,-0
  └─ Other financing items,-11,-7,-18
Net Cash Flow,-5,13,1
  └─ Free Cash Flow,13,29,-31
  └─ CFO/OP,84%,91%,68%
