Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,8,-10,12,-15,50,160,32,143,92
  └─ Profit from operations,1,7,10,10,3,37,123,197,210,221
  └─ Receivables,-2,-7,-4,-5,-2,4,-50,-162,-46,-76
  └─ Inventory,0,0,0,0,-1,-1,-32,7,3,-10
  └─ Payables,0,3,-1,1,1,3,58,-2,-13,49
  └─ Loans Advances,-1,1,-1,-3,2,6,-16,0,0,0
  └─ Other WC items,-0,7,-10,12,-16,3,88,20,-0,-60
  └─ Working capital changes,-3,4,-17,5,-15,15,48,-138,-56,-97
  └─ Direct taxes,-0,-4,-3,-3,-2,-2,-11,-27,-10,-32
Cash from Investing Activity,3,-1,1,-8,-21,-4,-367,-76,-64,-164
  └─ Fixed assets purchased,-0,-1,-0,-9,-22,-5,-108,-77,-59,-65
  └─ Investments purchased,0,0,0,0,0,0,-263,0,-5,-43
  └─ Investments sold,0,0,0,0,0,0,0,1,0,0
  └─ Interest received,0,0,1,1,1,1,4,0,1,1
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,0,-43
  └─ Other investing items,3,0,0,0,0,0,0,0,-1,-14
Cash from Financing Activity,-1,-6,10,5,31,7,203,6,-48,44
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.00,129.37,0.00,0.00,35.04
  └─ Proceeds from borrowings,0.00,0.00,10.24,8.12,35.62,12.82,86.63,48.33,0.00,38.52
  └─ Repayment of borrowings,-0.84,-5.86,0.00,0.00,0.00,0.00,0.00,0.00,-15.05,0.00
  └─ Interest paid fin,-0.04,-0.20,-0.43,-1.27,0.00,-1.69,-11.99,-29.61,-21.85,-22.37
  └─ Dividends paid,0.00,-0.30,0.00,-1.49,-3.55,-3.67,-1.40,-1.75,-1.64,-1.53
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.67,-9.80,-5.22
  └─ Other financing items,0.00,0.00,0.00,0.00,-0.99,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0,0,0,9,-4,53,-5,-37,31,-28
  └─ Free Cash Flow,-2,7,-10,3,-36,45,52,-45,84,27
  └─ CFO/OP,-110%,149%,-67%,146%,-799%,719%,158%,32%,75%,58%
