Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0.04,-13.58,3.11,6.08,10.57,5.11,16.67,23.13,-5.22,21.30,22.06
  └─ Profit from operations,-0.04,1.16,5.98,9.96,9.56,12.27,9.82,12.82,5.84,5.93,4.77
  └─ Receivables,0.00,0.00,0.00,-0.28,0.51,0.99,0.44,-0.67,0.27,-0.49,-0.84
  └─ Inventory,0.00,0.66,-0.15,-0.97,0.20,0.39,-1.06,0.69,-0.30,1.12,-0.55
  └─ Payables,0.00,-14.75,0.43,0.24,0.25,-0.26,-0.12,0.01,0.10,0.60,0.15
  └─ Loans Advances,0.00,-0.07,-0.13,0.00,0.00,0.00,0.00,20.00,1.50,8.02,-6.48
  └─ Other WC items,0.00,0.40,-0.81,-1.17,1.50,-6.27,9.41,-7.51,-10.24,7.22,26.27
  └─ Working capital changes,-0.01,-13.75,-0.66,-2.19,2.46,-5.16,8.67,12.51,-8.67,16.46,18.54
  └─ Direct taxes,0.00,-0.98,-2.21,-1.70,-1.45,-2.00,-1.82,-2.20,-2.39,-1.08,-1.26
Cash from Investing Activity,0.00,20.03,6.91,-0.80,-1.02,-2.54,-22.26,-21.30,-0.85,-19.10,-23.76
  └─ Fixed assets purchased,0.00,-1.30,-0.39,-0.82,-1.02,-1.00,-1.42,-1.93,-0.89,-1.52,-1.57
  └─ Fixed assets sold,0.00,0.14,0.00,0.02,0.00,0.02,0.00,0.10,0.04,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-1.56,-10.84,-20.50,0.00,-25.37,-24.64
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,7.79,2.45
  └─ Interest received,0.00,2.11,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Dividends received,0.00,4.46,4.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,14.62,0.00,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,0.00,10.00,-6.07,-5.06,-0.10,-0.04,-0.07,-2.83,-0.04,-0.04,-0.03
  └─ Proceeds from borrowings,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,-5.25,-4.75,0.00,0.00,0.00,-2.40,0.00,0.00,0.00
  └─ Interest paid fin,0.00,0.00,-0.82,-0.25,-0.02,-0.01,-0.04,-0.04,-0.01,-0.01,-0.01
  └─ Dividends paid,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,-0.36,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.02,-0.03,-0.03,-0.03,-0.02,-0.02,-0.03
Net Cash Flow,-0.04,16.44,3.95,0.22,9.45,2.53,-5.66,-0.99,-6.11,2.16,-1.73
  └─ Free Cash Flow,-0.04,-14.74,2.72,5.28,9.55,4.13,15.25,21.30,-6.07,19.78,20.49
  └─ CFO/OP,100%,-159%,41%,81%,128%,59%,220%,208%,-41%,300%,524%
