Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,8,2,57,23,30
  └─ Profit from operations,45,39,40,40,91
  └─ Receivables,-13,-10,8,-22,-12
  └─ Inventory,-9,-14,17,-0,-21
  └─ Payables,2,7,9,12,-13
  └─ Loans Advances,1,-0,0,-0,-0
  └─ Other WC items,-12,-12,-10,-4,-12
  └─ Working capital changes,-30,-29,24,-14,-58
  └─ Direct taxes,-7,-8,-6,-3,-3
Cash from Investing Activity,-12,-64,-107,-38,-7
  └─ Fixed assets purchased,-12.69,-65.29,-108.28,-39.01,-7.80
  └─ Fixed assets sold,0.00,0.18,0.08,0.41,0.08
  └─ Investments purchased,0.00,0.00,0.00,0.00,-0.56
  └─ Interest received,0.03,0.05,0.08,0.09,0.47
  └─ Other investing items,0.59,0.61,0.64,0.68,0.71
Cash from Financing Activity,4,64,49,15,-23
  └─ Proceeds from shares,0.00,0.30,0.00,0.00,0.00
  └─ Proceeds from borrowings,9.93,72.25,58.14,40.25,24.33
  └─ Repayment of borrowings,0.00,0.00,0.00,-3.39,-19.93
  └─ Interest paid fin,-4.71,-6.26,-6.82,-17.66,-21.30
  └─ Dividends paid,-1.03,-2.05,-2.05,-2.05,0.00
  └─ Financial liabilities,0.00,0.00,0.00,-1.91,-5.81
Net Cash Flow,-0,1,-1,0,0
  └─ Free Cash Flow,-5,-63,-51,-16,22
  └─ CFO/OP,33%,24%,160%,65%,36%
