Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-25,-16
  └─ Profit from operations,3.55,4.86,3.81
  └─ Receivables,1.05,-10.39,-3.49
  └─ Inventory,-5.37,0.78,-11.77
  └─ Payables,-0.39,0.23,5.17
  └─ Loans Advances,1.79,-20.39,-6.07
  └─ Other WC items,-0.05,0.76,-3.07
  └─ Working capital changes,-2.98,-29.02,-19.22
  └─ Direct taxes,-0.57,-0.77,-1.00
Cash from Investing Activity,0,-0,-1
  └─ Fixed assets purchased,0.00,-0.20,-1.17
Cash from Financing Activity,-0,25,18
  └─ Proceeds from shares,0.00,5.32,0.00
  └─ Proceeds from borrowings,2.50,2.14,9.64
  └─ Repayment of borrowings,-0.70,-0.49,-0.70
  └─ Interest paid fin,-1.53,-1.72,-2.06
  └─ Other financing items,-0.44,20.22,11.54
Net Cash Flow,-0,0,1
  └─ Free Cash Flow,0,-25,-18
  └─ CFO/OP,20%,-1226%,-414%
