Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,41,-18,99,60,31,43,62,-30,22,63,84,31
  └─ Profit from operations,61,57,67,67,66,57,65,54,46,36,22,80
  └─ Receivables,-4,-22,3,-11,-32,6,35,-42,10,2,-0,-8
  └─ Inventory,-7,-40,30,22,10,6,-45,-39,-4,20,33,4
  └─ Payables,-1,-1,11,11,-1,-14,16,9,-17,5,33,-3
  └─ Loans Advances,0,0,-0,-4,0,0,0,0,0,0,0,0
  └─ Other WC items,0,-3,4,-10,7,-1,1,-2,-6,-3,-7,-41
  └─ Working capital changes,-11,-66,48,8,-15,-3,7,-74,-17,25,58,-48
  └─ Direct taxes,-9,-9,-16,-15,-19,-12,-10,-10,-6,2,5,-2
Cash from Investing Activity,-42,-43,-14,-38,-37,-43,-43,-11,-43,-37,-6,-41
  └─ Fixed assets purchased,-42,-44,-14,-17,-29,-68,-51,-30,-41,-37,-21,-18
  └─ Fixed assets sold,1,1,0,0,1,1,0,0,0,0,0,1
  └─ Investments purchased,0,0,0,-44,-384,-362,-111,-18,-57,-75,-199,-216
  └─ Investments sold,0,0,0,45,352,386,119,25,57,75,200,199
  └─ Interest received,0,0,0,1,1,0,0,0,0,0,1,0
  └─ Other investing items,0,0,-1,-22,22,1,-0,13,-2,-1,14,-7
Cash from Financing Activity,4,59,-82,-14,1,1,-13,34,22,-19,-45,-5
  └─ Proceeds from shares,0.00,0.00,0.00,6.53,8.47,6.59,2.44,7.24,20.20,11.24,0.00,0.00
  └─ Proceeds from borrowings,10.86,69.79,0.00,0.00,0.00,4.70,0.00,38.50,13.50,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,-71.94,-15.00,0.00,0.00,-4.70,0.00,0.00,-18.50,-33.50,0.00
  └─ Interest paid fin,-1.23,-5.23,-4.45,-0.25,-0.09,-2.10,-2.04,-2.43,-3.18,-2.88,-1.60,-0.99
  └─ Dividends paid,-5.66,-5.82,-5.63,-5.63,-7.08,-7.13,-7.09,-7.14,-7.15,-7.26,-7.31,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-1.48,-1.69,-1.92,-1.41,-1.53,-2.34,-4.42
Net Cash Flow,3,-3,3,8,-4,1,7,-6,1,6,34,-16
  └─ Free Cash Flow,-1,-62,85,43,3,-25,11,-60,-19,26,63,13
  └─ CFO/OP,83%,-17%,188%,115%,78%,93%,117%,-37%,62%,175%,303%,55%
