Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,330,14,-277,-29,-131,578,244,134,145,896,-531,345
  └─ Profit from operations,386,345,348,294,428,474,302,228,277,484,337,716
  └─ Receivables,-92,102,-51,112,24,-49,-7,65,-290,50,61,-331
  └─ Inventory,50,-207,-1094,-225,259,734,-331,-583,-1006,-597,-1936,-1528
  └─ Payables,0,0,-14,143,53,70,36,-106,98,73,62,359
  └─ Loans Advances,-52,-142,-38,-69,-44,-7,-9,0,0,0,0,0
  └─ Other WC items,98,-48,625,-239,-824,-630,215,580,1122,955,977,1182
  └─ Working capital changes,3,-295,-572,-278,-531,118,-95,-44,-75,481,-835,-318
  └─ Direct taxes,-60,-36,-54,-45,-28,-14,37,-50,-57,-68,-32,-53
Cash from Investing Activity,-79,-16,521,56,5,-23,24,525,95,13,-74,-261
  └─ Fixed assets purchased,-35,-14,-2,-3,-29,-22,-4,-10,-32,-55,-43,-63
  └─ Fixed assets sold,0,6,4,0,2,4,0,20,25,1,2,5
  └─ Investments purchased,0,0,0,-15,0,0,0,0,-12,-2,-2,-1
  └─ Investments sold,32,0,403,0,36,0,0,0,4,11,3,7
  └─ Interest received,7,11,47,64,10,16,40,6,17,35,25,39
  └─ Dividends received,0,37,18,0,0,0,0,0,0,60,0,0
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Investment in group cos,-4,-39,-24,-1,0,0,0,0,0,0,-1,0
  └─ Redemp n Canc of Shares,0,18,72,0,0,0,0,540,112,34,0,0
  └─ Acquisition of companies,0,0,0,0,0,-5,-7,-4,0,0,-26,-10
  └─ Other investing items,-80,-35,3,10,-14,-15,-5,-27,-18,-71,-32,-238
Cash from Financing Activity,-204,73,-432,12,160,-579,-213,-529,-141,-313,354,506
  └─ Proceeds from borrowings,0,0,0,0,1558,616,719,1603,1840,2101,3834,4767
  └─ Repayment of borrowings,0,0,0,0,-1022,-838,-655,-1846,-1495,-1797,-2962,-3650
  └─ Interest paid fin,-234,-244,-291,-251,-328,-331,-267,-285,-357,-455,-505,-596
  └─ Dividends paid,-53,-81,-22,-64,-47,-27,0,0,-119,-149,-0,-0
  └─ Financial liabilities,0,0,0,0,0,0,-10,-9,-10,-12,-14,-15
  └─ Other financing items,83,398,-118,328,0,1,0,9,0,0,0,0
Net Cash Flow,46,71,-188,39,34,-24,55,131,99,597,-251,590
  └─ Free Cash Flow,295,6,-276,-31,-157,560,240,145,138,842,-572,287
  └─ CFO/OP,101%,15%,-55%,5%,-23%,132%,73%,88%,88%,212%,-171%,58%
