Metric,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,-0.49,-9.51,
  └─ Profit from operations,2.55,0.96,
  └─ Receivables,-2.99,-1.19,
  └─ Inventory,0.00,-0.12,
  └─ Payables,0.74,0.00,
  └─ Loans Advances,-4.82,-5.63,
  └─ Other WC items,4.62,-3.53,
  └─ Working capital changes,-2.45,-10.47,
  └─ Direct taxes,-0.59,0.00,
Cash from Investing Activity,0.48,-3.58,
  └─ Fixed assets purchased,-1.51,-0.02,
  └─ Capital WIP,1.52,0.00,
  └─ Investments purchased,0.00,-3.50,
  └─ Investments sold,0.24,0.00,
  └─ Interest received,0.24,0.22,
  └─ Other investing items,0.01,-0.28,
Cash from Financing Activity,0.30,12.95,
  └─ Proceeds from shares,0.20,17.27,
  └─ Proceeds from borrowings,1.61,0.00,
  └─ Repayment of borrowings,-0.40,-3.68,
  └─ Interest paid fin,-0.87,-0.65,
  └─ Other financing items,-0.23,0.00,
Net Cash Flow,0.30,-0.15,
  └─ Free Cash Flow,-0.48,-9.53,
  └─ CFO/OP,4%,-755%,
