Metric,Mar 2019,Mar 2020,Mar 2021
Cash from Operating Activity,4.24,4.31,4.19
  └─ Profit from operations,0.45,2.76,8.24
  └─ Receivables,0.98,-1.37,-0.68
  └─ Inventory,1.71,-0.25,-0.24
  └─ Payables,1.21,3.48,-2.49
  └─ Working capital changes,3.91,1.86,-3.41
  └─ Direct taxes,-0.12,-0.31,-0.64
Cash from Investing Activity,-5.80,-3.79,-0.34
  └─ Fixed assets purchased,-6.08,-3.90,-3.92
  └─ Fixed assets sold,0.06,0.00,0.02
  └─ Investments purchased,-1.02,-0.25,0.00
  └─ Investments sold,0.00,0.01,0.18
  └─ Subsidy received,0.35,0.00,2.19
  └─ Interest received,0.88,0.32,1.02
  └─ Dividends received,0.02,0.03,0.02
  └─ Other investing items,0.00,0.00,0.16
Cash from Financing Activity,2.46,-1.55,-0.15
  └─ Proceeds from borrowings,4.30,0.68,2.18
  └─ Interest paid fin,-1.44,-2.23,-2.33
  └─ Dividends paid,-0.41,0.00,0.00
Net Cash Flow,0.90,-1.03,3.70
  └─ Free Cash Flow,-1.78,0.41,0.29
  └─ CFO/OP,651%,167%,52%
