Metric,Mar 2016,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,70,104,14,45,322,353,515,393
  └─ Profit from operations,107,141,-34,38,385,426,563,678
  └─ Receivables,-15,-38,40,-18,-66,8,-81,-177
  └─ Inventory,-3,2,-0,-0,-3,-1,1,-4
  └─ Payables,-1,10,-12,5,63,91,158,25
  └─ Other WC items,4,33,10,42,5,-43,-23,9
  └─ Working capital changes,-17,7,38,29,-1,56,54,-146
  └─ Interest paid,-22,-5,0,0,0,0,0,0
  └─ Direct taxes,0,-38,-1,-22,-62,-129,-102,-139
  └─ Other operating items,1,0,0,0,0,0,0,0
  └─ Exceptional CF items,0,0,11,0,0,0,0,0
Cash from Investing Activity,-55,-120,-11,-55,-197,-155,-215,-150
  └─ Fixed assets purchased,-49,-27,-38,-24,-38,-79,-62,-39
  └─ Fixed assets sold,2,0,0,0,1,2,1,0
  └─ Investments purchased,0,-283,-174,-97,-556,-651,-908,-934
  └─ Investments sold,0,144,237,113,472,625,732,789
  └─ Interest received,2,3,3,4,5,6,17,5
  └─ Dividends received,0,1,0,0,0,0,0,0
  └─ Invest in subsidiaries,-4,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,0,0,-2,-8,-14,-2
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0
  └─ Other investing items,-5,41,-39,-52,-78,-51,19,30
Cash from Financing Activity,-1,13,-4,11,-104,-172,-343,-221
  └─ Proceeds from borrowings,8,8,2,16,0,49,0,0
  └─ Repayment of borrowings,0,-4,0,0,-7,-19,-19,0
  └─ Interest paid fin,-9,-1,-5,-5,-3,-2,-1,-30
  └─ Dividends paid,0,0,0,0,-4,-76,-198,-60
  └─ Financial liabilities,0,0,0,0,-90,-125,-125,-124
  └─ Other financing items,0,10,0,0,0,0,0,-7
Net Cash Flow,14,-3,-1,1,21,26,-43,22
  └─ Free Cash Flow,22,78,-24,21,285,276,454,354
  └─ CFO/OP,68%,111%,-40%,275%,103%,116%,111%,82%
