Metric,Mar 2011,Mar 2012,Mar 2013
Cash from Operating Activity,-6.13,-0.60,
  └─ Profit from operations,-0.05,-0.07,-0.24
  └─ Inventory,-3.11,-0.75,2.21
  └─ Payables,1.55,0.56,-1.94
  └─ Loans Advances,-4.50,-0.29,0.39
  └─ Working capital changes,-6.06,-0.48,0.67
  └─ Direct taxes,-0.02,-0.05,-0.01
Cash from Investing Activity,-0.07,0.00,
  └─ Fixed assets sold,0.00,0.00,0.29
  └─ Investments purchased,-0.01,0.00,0.00
  └─ Other investing items,-0.06,0.00,0.00
Cash from Financing Activity,5.46,1.26,
  └─ Proceeds from shares,3.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,1.37,0.00
  └─ Repayment of borrowings,2.46,-0.11,-1.12
Net Cash Flow,-0.74,0.66,
  └─ Free Cash Flow,-6.13,-0.60,
  └─ CFO/OP,-2037%,-1833%,
