Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,10,10,32,21,-2,29,16,46
  └─ Profit from operations,21.82,24.13,25.88,24.37,20.39,29.72,35.85,40.55,48.37
  └─ Receivables,0.00,0.00,0.00,0.00,0.00,-4.23,3.21,-6.60,-4.03
  └─ Inventory,-7.88,-22.62,-6.20,1.86,3.74,-2.67,-9.99,7.75,-6.34
  └─ Payables,-4.53,18.50,0.08,4.64,-5.25,-18.81,6.43,-18.58,15.75
  └─ Other WC items,-2.88,-6.92,-6.36,4.70,3.52,0.00,0.00,0.00,0.00
  └─ Working capital changes,-15.28,-11.03,-12.48,11.20,2.01,-25.71,-0.35,-17.43,5.38
  └─ Direct taxes,-3.06,-3.12,-3.19,-3.96,-1.85,-5.77,-6.22,-6.80,-7.92
Cash from Investing Activity,-10,-21,-3,-2,-4,-10,-6,-22,-6
  └─ Fixed assets purchased,-11.19,-22.04,-11.20,-2.90,-3.84,-17.49,-11.26,-24.34,-9.40
  └─ Fixed assets sold,1.26,1.16,7.91,0.47,0.33,7.60,5.57,2.22,3.97
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,-0.78
Cash from Financing Activity,6,12,-7,-28,-19,12,-24,6,-40
  └─ Proceeds from borrowings,0.00,0.00,2.60,0.00,0.00,20.46,0.00,18.41,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,-19.18,-10.53,0.00,-12.55,0.00,-25.93
  └─ Interest paid fin,-4.38,-4.51,-6.36,-5.84,-5.44,-4.98,-5.44,-5.04,-5.15
  └─ Dividends paid,-2.35,-2.82,-3.29,-3.29,-2.73,-3.12,-4.68,-6.24,-7.80
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.74,-0.87,-1.01,-0.76
  └─ Other financing items,13.05,18.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0,1,-0,1,-2,-0,0,-0,-0
  └─ Free Cash Flow,-6,-11,7,29,17,-12,24,-6,40
  └─ CFO/OP,30%,54%,52%,146%,111%,14%,98%,57%,111%
