Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Cash from Operating Activity,3,16,-12,18,25,-8
  └─ Profit from operations,15.50,7.48,11.16,18.79,19.77,0.69
  └─ Receivables,5.59,-1.69,-12.98,-6.10,5.13,-10.52
  └─ Inventory,-15.83,12.27,-7.59,3.55,9.96,0.99
  └─ Payables,-5.70,-0.34,10.57,-2.71,-4.02,-1.21
  └─ Loans Advances,-4.39,-4.50,-5.31,0.00,0.00,0.00
  └─ Other WC items,9.32,2.64,-4.82,9.23,-1.05,2.14
  └─ Working capital changes,-11.00,8.37,-20.14,3.97,10.02,-8.60
  └─ Direct taxes,-1.95,-0.11,-2.52,-4.60,-5.24,-0.17
Cash from Investing Activity,0,-0,-0,-4,-1,2
  └─ Fixed assets purchased,-0.37,-0.08,-0.19,-4.35,-0.58,-0.76
  └─ Fixed assets sold,0.48,0.00,0.00,0.00,0.16,0.65
  └─ Interest received,0.00,0.03,0.01,0.00,0.00,0.00
  └─ Other investing items,0.06,0.04,0.00,0.00,-1.02,1.83
Cash from Financing Activity,1,-14,9,-14,-15,-2
  └─ Proceeds from borrowings,6.87,0.00,11.68,2.46,0.00,0.00
  └─ Repayment of borrowings,-2.99,-11.08,-1.57,-15.85,-13.63,-1.50
  └─ Interest paid fin,-3.35,-2.98,-1.00,-1.10,-1.30,-0.36
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.04
Net Cash Flow,3,2,-3,-1,8,-8
  └─ Free Cash Flow,3,16,-12,14,24,-8
  └─ CFO/OP,26%,212%,-80%,121%,168%,-1146%
