Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,10418,10949,10476,5332,5348,7328,15640,17387,18869,20826,9291,19411
  └─ Profit from operations,10968,12208,10455,6169,2265,14167,16285,16258,16896,17213,18071,19049
  └─ Receivables,-287,-355,-361,200,351,-81,314,-38,185,-171,104,-162
  └─ Inventory,-3,-36,48,22,36,2,2,-2,-14,15,0,-20
  └─ Payables,711,299,846,-456,4087,-1097,552,-343,-248,-1058,-3440,-979
  └─ Loans Advances,-9,-608,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,142,302,170,-186,-1671,-8069,-2303,42,704,1856,-5919,1114
  └─ Working capital changes,554,-398,702,-420,2803,-9246,-1436,-341,628,642,-9256,-47
  └─ Direct taxes,-1104,-861,-681,-416,280,2406,790,1470,1345,2970,476,0
  └─ Other operating items,0,0,0,0,0,0,0,0,0,0,0,409
Cash from Investing Activity,-5726,-2389,-15556,-9303,-1640,-2698,1075,-5730,-5414,-1907,-16248,-6104
  └─ Fixed assets purchased,-4228,-7124,-5331,-8651,-7652,-7966,-5284,-6112,-5622,-1614,-10336,-10979
  └─ Fixed assets sold,70,0,0,49,66,165,178,121,86,84,115,165
  └─ Investments purchased,0,0,-3347,-838,-430,0,0,0,0,0,0,-72
  └─ Investments sold,0,10391,0,0,0,6542,495,205,29,24,19,0
  └─ Interest received,367,132,61,2,34,517,180,59,94,42,452,820
  └─ Dividends received,0,0,362,266,299,0,112,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,4230,0,3747,0,0,0,0,0
  └─ Acquisition of companies,0,0,0,-99,0,0,0,0,0,0,0,0
  └─ Other investing items,-1935,-5788,-7301,-32,1812,-1956,1648,-2,-0,-443,-6498,3962
Cash from Financing Activity,8028,-9330,4506,3925,-2949,-5019,-16731,-10554,-14680,-18980,7047,-11458
  └─ Proceeds from shares,3737,18,10,6,0,24916,0,4500,0,0,24137,3271
  └─ Proceeds from borrowings,8418,1515,11516,4495,9178,3392,0,2750,3582,2000,1000,0
  └─ Repayment of borrowings,-3182,-10163,-3086,-1802,-7048,-11474,-4350,-8064,-8696,-9399,-2711,-1724
  └─ Interest paid fin,-666,-439,-3218,-5490,-5071,-15258,-2826,-2800,-2094,-2868,-2090,-2780
  └─ Dividends paid,-279,-260,-260,0,0,0,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,0,-6594,-9556,-6940,-7904,-8714,-13289,-10223
  └─ Other financing items,0,0,-455,6716,-8,0,0,0,432,0,0,-2
Net Cash Flow,12720,-770,-574,-46,758,-389,-17,1103,-1224,-61,89,1849
  └─ Free Cash Flow,6260,3824,5144,-3269,-2238,-474,10534,11395,13332,19296,-931,8597
  └─ CFO/OP,107%,101%,109%,95%,123%,33%,88%,100%,105%,105%,49%,102%
