Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,4,5,3,-22,-9
  └─ Profit from operations,5.20,10.01,16.15,22.03,40.90,34.05
  └─ Receivables,-0.80,-4.02,-4.09,-1.74,-29.45,-38.96
  └─ Inventory,-0.03,-0.94,-3.95,-6.80,-26.91,-9.28
  └─ Payables,2.63,-0.74,3.39,-9.02,13.43,9.19
  └─ Loans Advances,0.00,-1.40,-1.23,2.63,0.00,-0.01
  └─ Other WC items,-4.52,1.87,-2.48,-1.03,-16.58,-0.90
  └─ Working capital changes,-2.72,-5.23,-8.36,-15.96,-59.51,-39.96
  └─ Direct taxes,-1.10,-1.21,-2.95,-2.82,-3.63,-3.08
Cash from Investing Activity,-3,-3,-17,-3,-20,-27
  └─ Fixed assets purchased,-3.32,-3.33,-15.83,-4.29,-17.52,-27.16
  └─ Investments purchased,0.00,-0.11,-0.93,-0.12,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.02,0.04
  └─ Interest received,0.01,0.01,0.05,0.20,0.00,0.48
  └─ Other investing items,0.00,0.00,0.00,1.02,-2.72,0.00
Cash from Financing Activity,1,-0,12,4,60,22
  └─ Proceeds from shares,0.00,0.00,0.00,6.82,50.13,0.00
  └─ Proceeds from borrowings,1.47,0.56,13.40,0.78,14.78,27.96
  └─ Interest paid fin,-0.45,-0.66,-1.08,-3.32,-4.63,-4.97
  └─ Dividends paid,0.00,0.00,0.00,-0.08,0.00,0.00
  └─ Financial liabilities,-0.11,-0.33,-0.38,-0.37,-0.37,-0.71
Net Cash Flow,-1,-0,0,4,17,-13
  └─ Free Cash Flow,-2,0,-11,-1,-40,-36
  └─ CFO/OP,52%,49%,53%,32%,-57%,-18%
