Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,7,6,1
  └─ Profit from operations,17.92,11.72,10.95
  └─ Receivables,-5.43,0.35,-13.89
  └─ Inventory,-2.68,-4.48,2.13
  └─ Payables,3.64,-2.68,0.43
  └─ Loans Advances,0.00,0.00,-2.50
  └─ Other WC items,-3.42,4.54,7.51
  └─ Working capital changes,-7.89,-2.26,-6.32
  └─ Direct taxes,-3.15,-3.51,-3.69
Cash from Investing Activity,-23,-8,-9
  └─ Fixed assets purchased,-12.07,-29.69,-8.58
  └─ Investments purchased,0.00,-0.09,-0.15
  └─ Interest received,0.00,0.00,0.02
  └─ Other investing items,-11.01,21.56,0.05
Cash from Financing Activity,19,-0,7
  └─ Proceeds from borrowings,21.85,18.59,12.42
  └─ Repayment of borrowings,0.00,-14.89,0.00
  └─ Interest paid fin,-1.12,-1.96,-3.14
  └─ Dividends paid,-1.66,-1.83,-1.84
Net Cash Flow,3,-2,-0
  └─ Free Cash Flow,-5,-24,-8
  └─ CFO/OP,57%,86%,47%
