Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,30,-109,-46,-56,-166,-3,116,258,17,421,-112,43
  └─ Profit from operations,11,11,14,22,32,29,-7,-56,-25,-77,106,-11
  └─ Receivables,-11,-22,-65,-15,-57,-103,-69,48,8,266,-124,-24
  └─ Inventory,-3,-42,-47,-35,-129,-66,-51,15,72,177,334,-0
  └─ Payables,-9,-2,-6,-3,9,15,11,18,-0,-25,-3,-8
  └─ Loans Advances,8,-32,4,-9,-21,1,91,-27,-45,8,-79,60
  └─ Other WC items,31,-15,56,-13,-6,129,144,260,10,74,-322,24
  └─ Working capital changes,17,-112,-58,-75,-203,-24,126,314,44,500,-194,52
  └─ Direct taxes,2,-9,-1,-3,5,-8,-3,1,-2,-3,-23,2
Cash from Investing Activity,-7,-20,-18,-2,4,21,7,16,16,9,207,12
  └─ Fixed assets purchased,-8.51,-22.07,-29.03,-5.45,-1.38,-1.18,-0.01,-0.24,-0.03,-0.31,-1.75,-1.44
  └─ Fixed assets sold,0.17,0.05,0.04,0.00,0.00,10.48,1.94,1.10,1.14,0.81,8.95,0.00
  └─ Investments purchased,-17.80,-35.29,-2.81,-3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,13.77,35.43,2.50,4.58,0.00,5.50,0.10,4.35,6.00,0.00,0.00,3.10
  └─ Interest received,5.64,1.79,10.97,3.91,5.78,6.54,5.44,10.77,8.97,8.31,199.82,10.00
  └─ Other investing items,0.00,0.00,0.00,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,-22,131,46,50,165,-26,-115,-265,-43,-357,-138,-77
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,0,0,0,50
  └─ Proceeds from borrowings,14,158,92,64,203,21,2,0,17,18,0,0
  └─ Repayment of borrowings,-17,0,0,0,0,0,-86,-234,0,-336,-114,-103
  └─ Interest paid fin,-19,-26,-33,-34,-36,-33,-32,-30,-29,-38,-24,-24
  └─ Dividends paid,-2,-1,0,-0,-1,-1,0,0,0,0,0,0
  └─ Other financing items,3,-0,-12,20,-2,-13,1,-2,-31,0,0,0
Net Cash Flow,1,1,-18,-8,4,-8,9,9,-10,73,-43,-22
  └─ Free Cash Flow,21,-131,-75,-62,-167,6,118,259,18,421,-105,42
  └─ CFO/OP,270%,-965%,-337%,-260%,-558%,14%,-455%,-490%,-87%,2620%,-105%,-352%
