Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,13.19,-2.15,8.27,-8.92,-1.21,-0.64,-7.16,-8.30,-5.13,-8.64,-6.51,-26.12
  └─ Profit from operations,0.65,1.66,2.08,-0.55,-0.47,1.14,0.44,0.21,1.56,3.75,2.16,2.53
  └─ Receivables,-3.69,7.10,-19.17,-94.33,-55.36,-124.59,-49.57,-26.60,285.53,17.76,-4.30,40.39
  └─ Inventory,1.12,-1.68,-0.71,6.01,-1.48,-3.51,1.78,-1.37,-6.25,-19.16,-1.39,0.07
  └─ Payables,11.03,-9.75,27.71,91.47,56.49,123.73,35.97,25.26,-291.20,-22.17,-7.41,-38.08
  └─ Loans Advances,4.12,0.00,-3.74,-10.08,-1.65,0.06,5.17,-0.64,0.00,0.00,0.00,0.00
  └─ Other WC items,-0.03,0.53,2.61,-0.87,1.80,3.16,-0.50,-4.73,5.69,12.00,5.07,-30.43
  └─ Working capital changes,12.55,-3.80,6.70,-7.80,-0.19,-1.15,-7.17,-8.08,-6.24,-11.58,-8.03,-28.05
  └─ Direct taxes,-0.01,-0.01,-0.52,-0.57,-0.55,-0.63,-0.43,-0.43,-0.45,-0.81,-0.65,-0.60
Cash from Investing Activity,-12.22,3.78,0.43,1.62,1.77,1.71,1.66,-0.78,0.65,6.64,6.35,23.09
  └─ Fixed assets purchased,0.00,0.00,-0.63,0.00,-0.39,-0.10,-1.19,-2.16,-1.18,0.00,0.00,0.00
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.35,5.23,22.43
  └─ Investments purchased,-12.24,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.02,0.00,1.06,1.62,2.17,1.80,2.84,1.37,1.83,1.29,1.12,0.66
  └─ Other investing items,0.00,6.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,-1.36,-1.68,-0.59,-0.81,-0.68,-0.79,5.50,8.75,-0.48,2.66,2.41,0.27
  └─ Proceeds from shares,0.00,1.00,0.37,0.00,0.00,0.00,6.25,9.10,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,3.28,0.94
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,-1.49,0.00,0.00
  └─ Interest paid fin,0.00,0.00,-0.96,-0.81,-0.68,-0.79,-0.62,-0.06,-0.91,-0.66,-0.62,-0.54
  └─ Other financing items,-1.36,-2.68,0.00,0.00,0.00,0.00,-0.12,-0.17,-0.19,4.81,-0.24,-0.13
Net Cash Flow,-0.39,-0.06,8.11,-8.11,-0.11,0.28,-0.00,-0.34,-4.96,0.66,2.25,-2.75
  └─ Free Cash Flow,13.19,-2.15,7.64,-8.92,-1.60,-0.74,-8.35,-10.46,-6.31,-3.29,-1.28,-3.69
  └─ CFO/OP,2491%,-79%,442%,1369%,140%,-1%,3542%,-1574%,-277%,-307%,-287%,-1198%
