Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,56,59,47,43,53,16,25,63,102,124,56
  └─ Profit from operations,65,78,93,87,63,61,67,111,133,173,95
  └─ Receivables,4,0,0,0,0,0,0,0,0,0,0
  └─ Inventory,1,-5,-9,-28,23,-50,-6,-47,-31,-21,24
  └─ Payables,0,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,0,5,-9,7,-27,13,-25,15,20,-9,-43
  └─ Working capital changes,5,-0,-18,-21,-4,-37,-31,-32,-11,-29,-19
  └─ Direct taxes,-14,-19,-28,-23,-6,-8,-11,-16,-20,-20,-20
Cash from Investing Activity,-26,-25,-75,-92,2,-49,-39,-53,-49,-125,-5
  └─ Fixed assets purchased,-26,-32,-25,-95,-46,-17,-52,-33,-29,-76,-55
  └─ Fixed assets sold,1,6,0,0,0,0,1,1,1,2,4
  └─ Investments purchased,0,0,-51,0,0,-7,-0,-5,-66,-111,-123
  └─ Investments sold,0,0,1,7,0,0,6,8,71,97,139
  └─ Interest received,0,0,0,0,0,2,1,2,3,7,16
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,-1,-4,0,0,0,0,0,0,0
  └─ Issue of shares on acq,0,0,0,0,0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,1,0,0,0
  └─ Other investing items,-1,1,1,0,47,-27,5,-27,-29,-43,15
Cash from Financing Activity,-21,-42,26,52,-42,23,10,-6,-33,0,-26
  └─ Proceeds from shares,0.00,0.00,44.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03
  └─ Proceeds from borrowings,17.28,15.36,6.45,74.21,14.00,51.55,37.48,27.08,16.68,44.95,12.27
  └─ Repayment of borrowings,-20.56,-15.43,-12.27,-9.29,-39.63,-20.58,-17.27,-20.28,-33.25,-23.54,-18.49
  └─ Interest paid fin,-5.62,-5.11,-3.49,-4.20,-7.21,-7.26,-5.82,-8.29,-8.74,-12.23,-8.37
  └─ Dividends paid,-12.36,-8.24,-8.67,-8.69,-8.69,0.00,-3.60,-3.59,-7.19,-7.19,-9.03
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.87,-0.77,-0.70,-0.47,-0.38,-1.74,-2.68
  └─ Other financing items,0.00,-28.85,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,-0.19,0.00
Net Cash Flow,9,-8,-1,3,12,-11,-4,4,20,-1,25
  └─ Free Cash Flow,31,33,23,-52,7,-1,-26,30,73,50,5
  └─ CFO/OP,113%,103%,83%,76%,98%,39%,54%,81%,113%,131%,99%
