Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,0,-15,1,11
  └─ Profit from operations,-0.01,1.63,25.73,20.08,11.42
  └─ Receivables,0.00,3.05,-42.14,4.01,-10.18
  └─ Inventory,0.00,2.31,-6.81,-1.52,11.02
  └─ Payables,0.00,-8.76,6.34,-17.82,0.93
  └─ Other WC items,0.00,2.07,3.39,-0.97,0.28
  └─ Working capital changes,0.00,-1.33,-39.21,-16.30,2.05
  └─ Direct taxes,0.00,-0.11,-1.74,-2.76,-2.55
Cash from Investing Activity,0,-3,-6,-3,-9
  └─ Fixed assets purchased,0.00,-3.42,-6.46,-3.49,-9.15
  └─ Fixed assets sold,0.00,0.00,0.15,0.01,0.17
  └─ Interest received,0.00,0.15,0.44,0.19,0.00
Cash from Financing Activity,0,-4,26,-0,12
  └─ Proceeds from shares,0.00,0.00,65.25,0.00,9.96
  └─ Proceeds from borrowings,0.03,2.32,0.00,3.12,4.05
  └─ Repayment of borrowings,0.00,0.00,-35.96,0.00,0.00
  └─ Interest paid fin,0.00,-5.71,-2.33,-2.34,-3.15
  └─ Financial liabilities,0.00,-1.06,-0.72,-1.16,-1.76
  └─ Other financing items,0.00,0.00,0.00,0.00,2.55
Net Cash Flow,0,-8,5,-3,14
  └─ Free Cash Flow,-0,-3,-22,-2,2
  └─ CFO/OP,100%,-130%,-58%,22%,142%
