Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,1,-0,12,13,-9,46,-10
  └─ Profit from operations,4,6,7,12,19,38,54,88
  └─ Receivables,-3,-2,-7,-9,-12,-41,-146,39
  └─ Inventory,-1,-4,-1,-1,-6,-7,4,-45
  └─ Payables,4,11,3,7,16,8,121,52
  └─ Loans Advances,3,-2,-1,3,0,0,0,0
  └─ Other WC items,-4,-6,1,2,-2,-2,24,-127
  └─ Working capital changes,-1,-3,-5,2,-3,-42,3,-80
  └─ Direct taxes,0,-2,-2,-2,-2,-6,-10,-17
Cash from Investing Activity,-12,-0,1,-14,-7,-8,-94,-33
  └─ Fixed assets purchased,-12,-1,-0,-14,-8,-10,-14,-113
  └─ Fixed assets sold,0,0,0,0,0,1,0,3
  └─ Investments purchased,-0,-0,0,0,0,-1,-141,0
  └─ Investments sold,0,0,0,0,0,0,57,70
  └─ Interest received,0,0,1,1,0,2,4,7
  └─ Other investing items,0,0,0,0,0,0,0,0
Cash from Financing Activity,9,1,5,-2,3,44,100,69
  └─ Proceeds from shares,3,0,9,0,5,5,96,28
  └─ Proceeds from borrowings,6,3,0,0,7,44,45,58
  └─ Repayment of borrowings,0,0,-2,0,-1,0,-34,0
  └─ Interest paid fin,-0,-2,-1,-1,-3,-6,-10,-15
  └─ Dividends paid,0,0,-1,-1,-1,0,-1,-2
  └─ Other financing items,0,0,0,0,-6,1,4,0
Net Cash Flow,-0,2,6,-4,8,26,52,25
  └─ Free Cash Flow,-9,1,-0,-3,5,-18,32,-119
  └─ CFO/OP,75%,71%,31%,128%,91%,-9%,109%,9%
