Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.53,-61.82,-0.51
  └─ Profit from operations,1.34,-10.80,0.54
  └─ Receivables,-3.82,-0.81,3.07
  └─ Payables,2.98,-2.53,-0.20
  └─ Loans Advances,0.01,-2.03,-0.16
  └─ Other WC items,0.03,-45.05,-3.72
  └─ Working capital changes,-0.80,-50.41,-1.00
  └─ Other operating items,0.00,-0.60,-0.04
Cash from Investing Activity,-0.99,-15.24,0.00
  └─ Fixed assets purchased,-0.99,-0.67,0.00
  └─ Investments purchased,0.00,-14.56,0.00
Cash from Financing Activity,0.58,77.40,0.00
  └─ Proceeds from shares,0.00,70.06,0.00
  └─ Proceeds from borrowings,1.02,0.00,0.00
  └─ Repayment of borrowings,-0.44,-1.69,0.00
  └─ Other financing items,0.00,9.03,0.00
Net Cash Flow,0.12,0.34,-0.51
  └─ Free Cash Flow,-0.46,-62.49,-0.51
  └─ CFO/OP,22%,-2351%,-94%
