Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,17,18,24,22,25,20,50,42,72,41,62,49
  └─ Profit from operations,2,-1,23,24,71,24,1,2,104,57,80,4
  └─ Receivables,1,-5,5,0,3,-1,54,49,0,-2,1,-3
  └─ Inventory,0,0,0,2,-28,-1,-3,0,-5,1,0,0
  └─ Payables,0,0,0,0,0,-0,0,-0,0,0,1,3
  └─ Other WC items,0,1,1,-0,-18,-0,-1,-0,2,-0,-0,63
  └─ Working capital changes,1,-4,6,2,-44,-2,50,49,-3,-1,2,63
  └─ Interest paid,16,14,0,0,0,0,0,0,0,0,0,0
  └─ Direct taxes,-7,-5,-4,-4,-2,-3,-2,-10,-29,-15,-20,-18
  └─ Other operating items,5,15,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,-18,-19,-26,-13,-3,-20,-48,-41,-68,-30,-75,-49
  └─ Fixed assets purchased,-0,0,0,0,-0,0,0,0,0,0,-0,0
  └─ Investments purchased,-21,-30,-36,-3,-18,-2,-11,0,-63,0,-29,-56
  └─ Investments sold,4,0,0,0,0,0,0,14,0,2,0,0
  └─ Other investing items,-2,11,10,-10,15,-18,-37,-56,-5,-31,-46,7
Cash from Financing Activity,1,2,-1,0,-31,0,-2,0,-1,-0,-0,3
  └─ Proceeds from borrowings,1.43,1.95,0.00,0.24,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.91
  └─ Repayment of borrowings,0.00,0.00,-0.64,0.00,-31.29,0.00,-1.52,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-0.01,-0.02,-0.02,-0.03,-0.02,0.00,0.00,0.00,-0.88,-0.16,-0.03,-0.40
Net Cash Flow,1,1,-2,10,-10,-0,0,1,4,11,-14,2
  └─ Free Cash Flow,17,18,24,22,24,20,50,42,72,41,62,49
  └─ CFO/OP,181%,100%,130%,252%,112%,241%,112%,65%,81%,75%,128%,89%
