Metric,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,214,-26,165,70,118,167,88,-69,15,128
  └─ Profit from operations,85,131,129,98,170,276,316,280,182,235
  └─ Receivables,91,-135,0,154,-73,73,0,0,0,0
  └─ Inventory,34,-35,48,68,-14,-127,-125,3,-15,-182
  └─ Payables,-71,92,0,-244,44,-9,0,0,0,0
  └─ Loans Advances,-5,-48,0,0,0,0,0,0,0,0
  └─ Other WC items,95,-20,29,-5,-8,10,-41,-305,-121,110
  └─ Working capital changes,143,-146,77,-27,-51,-52,-167,-302,-136,-72
  └─ Direct taxes,-14,-12,-25,-1,-1,-56,-61,-48,-31,-35
  └─ Other operating items,0,0,-16,0,0,0,0,0,0,0
Cash from Investing Activity,-10,-8,1,-24,-22,-116,-72,-66,-48,-62
  └─ Fixed assets purchased,-19,-15,-10,-17,-10,-116,-56,-55,-58,-80
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,0,-0,0,0,-0,0,-17,-23,-2,0
  └─ Investments sold,0,0,2,0,0,0,0,0,0,3
  └─ Interest received,10,6,9,0,0,0,9,9,11,10
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,0,0,-7,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,1,0,7,0,0,0,0
  └─ Other investing items,-1,0,0,-8,-5,-7,-9,4,-0,5
Cash from Financing Activity,-221,24,-176,-45,-91,-4,-29,160,13,-88
  └─ Proceeds from shares,0,0,0,0,0,0,0,302,0,0
  └─ Proceeds from borrowings,8,56,0,14,2,79,12,45,0,3
  └─ Repayment of borrowings,-176,-3,-190,0,-54,0,-1,-11,-22,-16
  └─ Interest paid fin,-46,-30,-47,-49,-36,-32,-56,-64,-59,-50
  └─ Dividends paid,-6,0,-20,-7,0,-46,0,-4,-5,-12
  └─ Financial liabilities,0,0,0,-3,-4,-6,-4,-3,-2,-2
  └─ Other financing items,0,0,81,0,0,0,20,-105,100,-11
Net Cash Flow,-16,-10,-11,2,5,47,-13,25,-21,-22
  └─ Free Cash Flow,195,-41,154,54,108,51,32,-125,-43,48
  └─ CFO/OP,299%,-11%,265%,118%,85%,90%,47%,-8%,26%,69%
