Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,7,0,0,-1,1,-11,10,17
  └─ Profit from operations,4.17,6.77,2.90,3.29,4.03,4.95,5.68,9.14,19.55
  └─ Receivables,-1.32,-1.09,1.88,1.03,-17.71,10.48,4.29,-7.09,-14.88
  └─ Inventory,0.02,0.07,-0.01,0.01,0.00,0.00,0.00,0.00,1.72
  └─ Payables,0.49,0.25,-1.12,-0.50,13.06,-5.80,-2.97,0.73,2.28
  └─ Loans Advances,2.04,-0.07,0.03,0.04,-0.09,-8.43,-18.24,1.78,0.00
  └─ Operating borrowings,0.00,1.40,-2.10,-5.75,1.07,0.15,2.52,3.60,-1.97
  └─ Other WC items,-0.12,0.35,-0.89,2.62,-1.05,0.33,-1.77,3.54,12.70
  └─ Working capital changes,1.11,0.91,-2.21,-2.56,-4.71,-3.27,-16.16,2.55,-0.15
  └─ Direct taxes,-0.67,-0.64,-0.34,-0.32,-0.57,-0.78,-0.81,-1.76,-2.78
Cash from Investing Activity,-2,-4,2,-2,3,2,-8,-9,8
  └─ Fixed assets purchased,-0.12,-1.21,-0.19,-0.19,-0.01,-0.35,-1.22,-0.31,-3.14
  └─ Fixed assets sold,0.00,0.02,0.08,0.01,0.00,0.00,0.00,0.00,0.86
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02
  └─ Interest received,0.06,0.05,0.07,0.03,0.02,0.17,0.02,0.17,1.62
  └─ Invest in subsidiaries,-0.01,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-2.03,-2.39,1.90,-1.59,2.67,2.04,-7.28,-8.47,8.91
Cash from Financing Activity,-2,-1,-2,1,-1,-4,20,-2,-23
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.00,23.70,0.00,0.00
  └─ Proceeds from borrowings,0.00,1.01,0.00,3.18,0.41,0.00,0.00,0.60,0.00
  └─ Repayment of borrowings,-0.12,0.00,-0.34,0.00,0.00,-1.40,-1.05,0.00,-18.46
  └─ Interest paid fin,-1.89,-2.06,-1.93,-1.78,-1.72,-2.16,-1.98,-2.23,-4.72
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,0.00
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16
Net Cash Flow,1,2,-0,0,0,-1,0,-0,2
  └─ Free Cash Flow,4,6,0,0,-1,1,-12,10,14
  └─ CFO/OP,129%,171%,24%,22%,-17%,34%,-186%,128%,100%
