Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-5,-3,-0,1,3,-3,-2,-7,-17,-17
  └─ Profit from operations,1.40,2.35,3.18,3.33,5.20,3.36,4.43,4.73,9.52,9.07
  └─ Receivables,-4.15,-3.05,0.10,-0.35,2.25,-5.59,4.80,-14.58,-13.55,-28.22
  └─ Inventory,-4.20,-7.97,-5.33,-5.76,1.07,1.78,-4.17,-3.63,-13.45,-3.83
  └─ Payables,2.02,4.39,1.53,5.52,-4.45,-1.42,-5.83,8.74,-1.55,9.20
  └─ Loans Advances,-0.16,-0.08,-0.75,-1.03,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Operating investments,0.00,0.00,0.00,0.00,0.00,0.26,-0.01,0.00,0.00,0.00
  └─ Other WC items,0.05,2.09,1.44,-0.21,-0.43,-1.21,-0.81,-2.39,2.22,-2.95
  └─ Working capital changes,-6.44,-4.62,-3.01,-1.84,-1.56,-6.19,-6.02,-11.87,-26.32,-25.80
  └─ Direct taxes,-0.29,-0.43,-0.47,-0.43,-0.68,-0.30,-0.18,-0.21,-0.14,-0.51
Cash from Investing Activity,-1,-1,-1,-0,-1,-3,-3,-1,-1,-1
  └─ Fixed assets purchased,-0.95,-1.12,-0.50,-0.26,-0.42,-4.19,-4.10,-0.94,-0.76,-0.94
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.01,0.79,1.44,0.08,0.02,0.17
  └─ Investments purchased,0.00,-0.21,0.00,0.00,-0.12,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
  └─ Interest received,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.22,0.00
  └─ Other investing items,-0.09,-0.07,-0.04,-0.07,-0.27,0.04,-0.01,0.00,0.00,-0.20
Cash from Financing Activity,7,4,1,-1,-2,7,8,5,18,18
  └─ Proceeds from shares,5.96,0.00,0.00,0.86,3.06,0.00,11.06,0.30,18.65,8.04
  └─ Proceeds from borrowings,1.04,2.00,2.18,0.67,0.18,8.05,0.76,7.86,2.98,11.31
  └─ Repayment of borrowings,0.00,0.00,0.00,-0.81,-3.00,0.00,-3.49,0.00,0.00,0.00
  └─ Interest paid fin,-0.36,-0.66,-1.16,-1.61,-1.76,-1.55,-2.56,-1.73,-2.18,-3.16
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.60,0.00,0.00,-1.50,-1.77,-1.86
  └─ Other financing items,0.00,2.59,-0.07,0.06,-0.02,0.08,1.95,0.00,0.00,3.89
Net Cash Flow,0,-0,0,-0,0,0,3,-3,0,0
  └─ Free Cash Flow,-6,-4,-1,1,3,-7,-4,-8,-18,-18
  └─ CFO/OP,-376%,-95%,5%,46%,78%,-98%,-41%,-167%,-184%,-193%
