Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,8,-1,51,-13,3,7,-7,5
  └─ Profit from operations,12.78,10.76,9.85,3.29,1.29,31.23,0.39,-1.11
  └─ Receivables,24.01,-42.82,35.06,1.68,6.20,-38.51,34.76,0.00
  └─ Inventory,-0.74,37.50,3.39,-13.68,-12.66,-32.43,6.62,-12.65
  └─ Payables,-27.73,3.82,2.91,-5.61,8.72,26.63,-41.79,4.66
  └─ Other WC items,1.52,-5.66,0.58,0.71,-0.69,21.81,-3.05,13.50
  └─ Working capital changes,-2.95,-7.16,41.93,-16.89,1.58,-22.49,-3.45,5.52
  └─ Direct taxes,-1.45,-4.13,-0.33,0.70,-0.05,-1.56,-3.94,0.00
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58
Cash from Investing Activity,-15,7,6,2,-1,-21,-33,-12
  └─ Fixed assets purchased,-1.77,-0.18,-0.09,-0.62,-0.43,-18.84,-40.74,-12.34
  └─ Fixed assets sold,0.02,0.00,0.02,0.00,0.02,0.32,0.33,0.09
  └─ Investments purchased,-3.40,-0.03,0.00,-0.08,0.00,0.00,-0.05,0.00
  └─ Investments sold,0.00,0.00,0.01,0.00,0.45,1.42,0.64,0.00
  └─ Interest received,0.00,0.00,0.00,0.00,0.51,0.17,1.84,0.51
  └─ Other investing items,-9.49,7.42,5.98,3.16,-1.43,-3.73,5.04,-0.15
Cash from Financing Activity,5,-5,-54,8,-4,25,25,6
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,10.00,52.78,4.38
  └─ Proceeds from borrowings,8.03,0.00,0.00,10.25,0.00,29.70,10.75,24.90
  └─ Repayment of borrowings,-0.90,-4.08,-53.14,-1.43,-3.67,0.00,-26.67,-6.67
  └─ Interest paid fin,-1.58,-1.38,-1.19,-1.09,0.00,-11.41,-12.26,-12.06
  └─ Dividends paid,-0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-3.43,-3.72,-4.08
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,4.18,0.00
Net Cash Flow,-1,1,3,-3,-2,11,-15,-0
  └─ Free Cash Flow,7,-1,51,-14,2,-11,-47,-7
  └─ CFO/OP,87%,56%,551%,-913%,198%,30%,53%,-64%
