Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,-5,0,-13,-17,-14
  └─ Profit from operations,3.12,5.01,10.83,13.56,15.41,17.10
  └─ Receivables,-0.96,-6.82,-10.58,-0.23,1.47,-16.59
  └─ Inventory,-1.04,-2.84,-1.75,-2.96,-12.35,1.32
  └─ Payables,2.70,0.08,3.87,0.23,0.58,9.68
  └─ Loans Advances,0.55,-0.02,-0.11,-18.18,1.83,-21.25
  └─ Other WC items,-1.58,0.22,0.26,-1.81,-20.40,0.34
  └─ Working capital changes,-0.33,-9.37,-8.30,-22.96,-28.88,-26.50
  └─ Direct taxes,-0.53,-0.86,-2.26,-3.15,-3.95,-4.50
Cash from Investing Activity,-2,-2,-3,-18,-30,-63
  └─ Fixed assets purchased,-1.85,-2.78,-2.74,-11.58,-33.59,-47.34
  └─ Fixed assets sold,0.04,0.02,-0.00,-0.00,-0.00,-0.00
  └─ Investments purchased,-0.00,-0.00,-0.17,-0.18,-0.92,-17.35
  └─ Interest received,-0.00,0.01,-0.00,-0.00,-0.00,0.70
  └─ Other investing items,-0.00,0.42,-0.00,-6.36,4.68,0.56
Cash from Financing Activity,-0,8,14,20,47,83
  └─ Proceeds from shares,1,3,11,17,42,71
  └─ Proceeds from borrowings,0,5,3,4,9,15
  └─ Repayment of borrowings,-1,-0,-0,-0,-1,-0
  └─ Interest paid fin,-0,-0,-1,-1,-3,-3
  └─ Financial liabilities,-0,-0,-0,-0,-0,-0
Net Cash Flow,0,-0,11,-11,-0,5
  └─ Free Cash Flow,0,-8,-2,-24,-51,-61
  └─ CFO/OP,125%,-109%,28%,-86%,-118%,-76%
